"","sample_id","sampleID","seq_depth","db_name","metric","value","pretty_metric","siteID"
"968","HARV_005-M-20180711-COMP_soil_microbe_db_filtered","HARV_005-M-20180711-COMP",6993320,"soil_microbe_db","percent_classified",0.0787394256233091,"% reads classified","HARV"
"969","HARV_005-O-20180711-COMP_gtdb_207_filtered","HARV_005-O-20180711-COMP",9779380,"gtdb_207","percent_passing",0.147565387580808,"% reads classified at
 high quality","HARV"
"970","HARV_005-O-20180711-COMP_gtdb_207_filtered","HARV_005-O-20180711-COMP",9779380,"gtdb_207","percent_classified",0.0822297528064151,"% reads classified","HARV"
"971","HARV_005-O-20180711-COMP_pluspf_filtered","HARV_005-O-20180711-COMP",9779380,"pluspf","percent_passing",0.108580912082361,"% reads classified at
 high quality","HARV"
"972","HARV_005-O-20180711-COMP_pluspf_filtered","HARV_005-O-20180711-COMP",9779380,"pluspf","percent_classified",0.0604490264208978,"% reads classified","HARV"
"973","HARV_005-O-20180711-COMP_soil_microbe_db_filtered","HARV_005-O-20180711-COMP",9779380,"soil_microbe_db","percent_passing",0.164951050066569,"% reads classified at
 high quality","HARV"
"974","HARV_005-O-20180711-COMP_soil_microbe_db_filtered","HARV_005-O-20180711-COMP",9779380,"soil_microbe_db","percent_classified",0.0736303323932601,"% reads classified","HARV"
"975","HARV_005-O-20190716-COMP_gtdb_207_filtered","HARV_005-O-20190716-COMP",6194692,"gtdb_207","percent_passing",0.15906553546165,"% reads classified at
 high quality","HARV"
"976","HARV_005-O-20190716-COMP_gtdb_207_filtered","HARV_005-O-20190716-COMP",6194692,"gtdb_207","percent_classified",0.097796791188327,"% reads classified","HARV"
"977","HARV_005-O-20190716-COMP_pluspf_filtered","HARV_005-O-20190716-COMP",6194692,"pluspf","percent_passing",0.111257508847898,"% reads classified at
 high quality","HARV"
"978","HARV_005-O-20190716-COMP_pluspf_filtered","HARV_005-O-20190716-COMP",6194692,"pluspf","percent_classified",0.0637779892850201,"% reads classified","HARV"
"979","HARV_005-O-20190716-COMP_soil_microbe_db_filtered","HARV_005-O-20190716-COMP",6194692,"soil_microbe_db","percent_passing",0.173192145791913,"% reads classified at
 high quality","HARV"
"980","HARV_005-O-20190716-COMP_soil_microbe_db_filtered","HARV_005-O-20190716-COMP",6194692,"soil_microbe_db","percent_classified",0.0875987054723625,"% reads classified","HARV"
"981","HARV_005-O-20200716-COMP_soil_microbe_db_filtered","HARV_005-O-20200716-COMP",3831307,"soil_microbe_db","percent_passing",0.144256255110854,"% reads classified at
 high quality","HARV"
"982","HARV_005-O-20200716-COMP_soil_microbe_db_filtered","HARV_005-O-20200716-COMP",3831307,"soil_microbe_db","percent_classified",0.066123649188123,"% reads classified","HARV"
"983","HARV_010-O-20160803-COMP_gtdb_207_filtered","HARV_010-O-20160803-COMP",10195244,"gtdb_207","percent_passing",0.120875086461884,"% reads classified at
 high quality","HARV"
"984","HARV_010-O-20160803-COMP_gtdb_207_filtered","HARV_010-O-20160803-COMP",10195244,"gtdb_207","percent_classified",0.0750387141298433,"% reads classified","HARV"
"985","HARV_010-O-20160803-COMP_pluspf_filtered","HARV_010-O-20160803-COMP",10195244,"pluspf","percent_passing",0.0795990758043652,"% reads classified at
 high quality","HARV"
"986","HARV_010-O-20160803-COMP_pluspf_filtered","HARV_010-O-20160803-COMP",10195244,"pluspf","percent_classified",0.0446614127136143,"% reads classified","HARV"
"987","HARV_010-O-20160803-COMP_soil_microbe_db_filtered","HARV_010-O-20160803-COMP",10195244,"soil_microbe_db","percent_passing",0.144888930564094,"% reads classified at
 high quality","HARV"
"988","HARV_010-O-20160803-COMP_soil_microbe_db_filtered","HARV_010-O-20160803-COMP",10195244,"soil_microbe_db","percent_classified",0.0740601205817144,"% reads classified","HARV"
"989","HARV_013-M-20130709-COMP_gtdb_207_filtered","HARV_013-M-20130709-COMP",9780694,"gtdb_207","percent_passing",0.0998291123308837,"% reads classified at
 high quality","HARV"
"990","HARV_013-M-20130709-COMP_gtdb_207_filtered","HARV_013-M-20130709-COMP",9780694,"gtdb_207","percent_classified",0.0557600513828569,"% reads classified","HARV"
"991","HARV_013-M-20130709-COMP_pluspf_filtered","HARV_013-M-20130709-COMP",9780694,"pluspf","percent_passing",0.0678971246825634,"% reads classified at
 high quality","HARV"
"992","HARV_013-M-20130709-COMP_pluspf_filtered","HARV_013-M-20130709-COMP",9780694,"pluspf","percent_classified",0.0351329874955704,"% reads classified","HARV"
"993","HARV_013-M-20130709-COMP_soil_microbe_db_filtered","HARV_013-M-20130709-COMP",9780694,"soil_microbe_db","percent_passing",0.117303843674079,"% reads classified at
 high quality","HARV"
"994","HARV_013-M-20130709-COMP_soil_microbe_db_filtered","HARV_013-M-20130709-COMP",9780694,"soil_microbe_db","percent_classified",0.0522742046730017,"% reads classified","HARV"
"995","HARV_013-M-20180712-COMP_gtdb_207_filtered","HARV_013-M-20180712-COMP",8376965,"gtdb_207","percent_passing",0.146830624217721,"% reads classified at
 high quality","HARV"
"996","HARV_013-M-20180712-COMP_gtdb_207_filtered","HARV_013-M-20180712-COMP",8376965,"gtdb_207","percent_classified",0.0801508660952982,"% reads classified","HARV"
"997","HARV_013-M-20180712-COMP_pluspf_filtered","HARV_013-M-20180712-COMP",8376965,"pluspf","percent_passing",0.106460633415563,"% reads classified at
 high quality","HARV"
"998","HARV_013-M-20180712-COMP_pluspf_filtered","HARV_013-M-20180712-COMP",8376965,"pluspf","percent_classified",0.056331260784783,"% reads classified","HARV"
"999","HARV_013-M-20180712-COMP_soil_microbe_db_filtered","HARV_013-M-20180712-COMP",8376965,"soil_microbe_db","percent_passing",0.16440309825814,"% reads classified at
 high quality","HARV"
"1000","HARV_013-M-20180712-COMP_soil_microbe_db_filtered","HARV_013-M-20180712-COMP",8376965,"soil_microbe_db","percent_classified",0.0710141441440904,"% reads classified","HARV"
"1001","HARV_013-O-20131122-COMP_gtdb_207_filtered","HARV_013-O-20131122-COMP",7845800,"gtdb_207","percent_passing",0.102630834331744,"% reads classified at
 high quality","HARV"
"1002","HARV_013-O-20131122-COMP_gtdb_207_filtered","HARV_013-O-20131122-COMP",7845800,"gtdb_207","percent_classified",0.0597510770093553,"% reads classified","HARV"
"1003","HARV_013-O-20131122-COMP_pluspf_filtered","HARV_013-O-20131122-COMP",7845800,"pluspf","percent_passing",0.0683026587473553,"% reads classified at
 high quality","HARV"
"1004","HARV_013-O-20131122-COMP_pluspf_filtered","HARV_013-O-20131122-COMP",7845800,"pluspf","percent_classified",0.0363470901628897,"% reads classified","HARV"
"1005","HARV_013-O-20131122-COMP_soil_microbe_db_filtered","HARV_013-O-20131122-COMP",7845800,"soil_microbe_db","percent_passing",0.122153126513549,"% reads classified at
 high quality","HARV"
"1006","HARV_013-O-20131122-COMP_soil_microbe_db_filtered","HARV_013-O-20131122-COMP",7845800,"soil_microbe_db","percent_classified",0.058514874200209,"% reads classified","HARV"
"1007","HARV_013-O-20160803-COMP_gtdb_207_filtered","HARV_013-O-20160803-COMP",4412765,"gtdb_207","percent_passing",0.200799498726989,"% reads classified at
 high quality","HARV"
"1008","HARV_013-O-20160803-COMP_gtdb_207_filtered","HARV_013-O-20160803-COMP",4412765,"gtdb_207","percent_classified",0.131695886819262,"% reads classified","HARV"
"1009","HARV_013-O-20160803-COMP_pluspf_filtered","HARV_013-O-20160803-COMP",4412765,"pluspf","percent_passing",0.148024877826034,"% reads classified at
 high quality","HARV"
"1010","HARV_013-O-20160803-COMP_pluspf_filtered","HARV_013-O-20160803-COMP",4412765,"pluspf","percent_classified",0.0888336451181969,"% reads classified","HARV"
"1011","HARV_013-O-20160803-COMP_soil_microbe_db_filtered","HARV_013-O-20160803-COMP",4412765,"soil_microbe_db","percent_passing",0.217815813894463,"% reads classified at
 high quality","HARV"
"1012","HARV_013-O-20160803-COMP_soil_microbe_db_filtered","HARV_013-O-20160803-COMP",4412765,"soil_microbe_db","percent_classified",0.121717109340742,"% reads classified","HARV"
"1013","HARV_013-O-20170801-COMP_gtdb_207_filtered","HARV_013-O-20170801-COMP",10833607,"gtdb_207","percent_passing",0.143201520970809,"% reads classified at
 high quality","HARV"
"1014","HARV_013-O-20170801-COMP_gtdb_207_filtered","HARV_013-O-20170801-COMP",10833607,"gtdb_207","percent_classified",0.0843675610533039,"% reads classified","HARV"
"1015","HARV_013-O-20170801-COMP_pluspf_filtered","HARV_013-O-20170801-COMP",10833607,"pluspf","percent_passing",0.100552382969033,"% reads classified at
 high quality","HARV"
"1016","HARV_013-O-20170801-COMP_pluspf_filtered","HARV_013-O-20170801-COMP",10833607,"pluspf","percent_classified",0.0564426972475557,"% reads classified","HARV"
"1017","HARV_013-O-20170801-COMP_soil_microbe_db_filtered","HARV_013-O-20170801-COMP",10833607,"soil_microbe_db","percent_passing",0.168849765364389,"% reads classified at
 high quality","HARV"
"1018","HARV_013-O-20170801-COMP_soil_microbe_db_filtered","HARV_013-O-20170801-COMP",10833607,"soil_microbe_db","percent_classified",0.0824322868643841,"% reads classified","HARV"
"1019","HARV_013-O-20180712-COMP_gtdb_207_filtered","HARV_013-O-20180712-COMP",7984905,"gtdb_207","percent_passing",0.146348766829411,"% reads classified at
 high quality","HARV"
"1020","HARV_013-O-20180712-COMP_gtdb_207_filtered","HARV_013-O-20180712-COMP",7984905,"gtdb_207","percent_classified",0.0739346304057468,"% reads classified","HARV"
"1021","HARV_013-O-20180712-COMP_pluspf_filtered","HARV_013-O-20180712-COMP",7984905,"pluspf","percent_passing",0.102484876150687,"% reads classified at
 high quality","HARV"
"1022","HARV_013-O-20180712-COMP_pluspf_filtered","HARV_013-O-20180712-COMP",7984905,"pluspf","percent_classified",0.0509347324733356,"% reads classified","HARV"
"1023","HARV_013-O-20180712-COMP_soil_microbe_db_filtered","HARV_013-O-20180712-COMP",7984905,"soil_microbe_db","percent_passing",0.16203987398723,"% reads classified at
 high quality","HARV"
"1024","HARV_013-O-20180712-COMP_soil_microbe_db_filtered","HARV_013-O-20180712-COMP",7984905,"soil_microbe_db","percent_classified",0.0625408818263962,"% reads classified","HARV"
"1025","HARV_013-O-20190717-COMP_gtdb_207_filtered","HARV_013-O-20190717-COMP",5800036,"gtdb_207","percent_passing",0.168819986634566,"% reads classified at
 high quality","HARV"
"1026","HARV_013-O-20190717-COMP_gtdb_207_filtered","HARV_013-O-20190717-COMP",5800036,"gtdb_207","percent_classified",0.110414314669771,"% reads classified","HARV"
"1027","HARV_013-O-20190717-COMP_pluspf_filtered","HARV_013-O-20190717-COMP",5800036,"pluspf","percent_passing",0.117967888475175,"% reads classified at
 high quality","HARV"
"1028","HARV_013-O-20190717-COMP_pluspf_filtered","HARV_013-O-20190717-COMP",5800036,"pluspf","percent_classified",0.0720073116787551,"% reads classified","HARV"
"1029","HARV_013-O-20190717-COMP_soil_microbe_db_filtered","HARV_013-O-20190717-COMP",5800036,"soil_microbe_db","percent_passing",0.187243492971423,"% reads classified at
 high quality","HARV"
"1030","HARV_013-O-20190717-COMP_soil_microbe_db_filtered","HARV_013-O-20190717-COMP",5800036,"soil_microbe_db","percent_classified",0.100758684946093,"% reads classified","HARV"
"1031","HARV_013-O-20200713-COMP_gtdb_207_filtered","HARV_013-O-20200713-COMP",5067857,"gtdb_207","percent_passing",0.139600426768159,"% reads classified at
 high quality","HARV"
"1032","HARV_013-O-20200713-COMP_gtdb_207_filtered","HARV_013-O-20200713-COMP",5067857,"gtdb_207","percent_classified",0.0838135330179995,"% reads classified","HARV"
"1033","HARV_013-O-20200713-COMP_pluspf_filtered","HARV_013-O-20200713-COMP",5067857,"pluspf","percent_passing",0.102275379909102,"% reads classified at
 high quality","HARV"
"1034","HARV_013-O-20200713-COMP_pluspf_filtered","HARV_013-O-20200713-COMP",5067857,"pluspf","percent_classified",0.0611625387219884,"% reads classified","HARV"
"1035","HARV_013-O-20200713-COMP_soil_microbe_db_filtered","HARV_013-O-20200713-COMP",5067857,"soil_microbe_db","percent_passing",0.157505036152362,"% reads classified at
 high quality","HARV"
"1036","HARV_013-O-20200713-COMP_soil_microbe_db_filtered","HARV_013-O-20200713-COMP",5067857,"soil_microbe_db","percent_classified",0.0757306293370156,"% reads classified","HARV"
"1037","HARV_016-M-20130709-COMP_gtdb_207_filtered","HARV_016-M-20130709-COMP",7088190,"gtdb_207","percent_passing",0.0920052933118328,"% reads classified at
 high quality","HARV"
"1038","HARV_016-M-20130709-COMP_gtdb_207_filtered","HARV_016-M-20130709-COMP",7088190,"gtdb_207","percent_classified",0.0474208507390462,"% reads classified","HARV"
"1039","HARV_016-M-20130709-COMP_pluspf_filtered","HARV_016-M-20130709-COMP",7088190,"pluspf","percent_passing",0.0618193078910131,"% reads classified at
 high quality","HARV"
"1040","HARV_016-M-20130709-COMP_pluspf_filtered","HARV_016-M-20130709-COMP",7088190,"pluspf","percent_classified",0.0308277571566225,"% reads classified","HARV"
"1041","HARV_016-M-20130709-COMP_soil_microbe_db_filtered","HARV_016-M-20130709-COMP",7088190,"soil_microbe_db","percent_passing",0.105164082791234,"% reads classified at
 high quality","HARV"
"1042","HARV_016-M-20130709-COMP_soil_microbe_db_filtered","HARV_016-M-20130709-COMP",7088190,"soil_microbe_db","percent_classified",0.0442136850169084,"% reads classified","HARV"
"1043","HARV_020-O-20170731-COMP_gtdb_207_filtered","HARV_020-O-20170731-COMP",11771025,"gtdb_207","percent_passing",0.136519461983982,"% reads classified at
 high quality","HARV"
"1044","HARV_020-O-20170731-COMP_gtdb_207_filtered","HARV_020-O-20170731-COMP",11771025,"gtdb_207","percent_classified",0.079723133711805,"% reads classified","HARV"
"1045","HARV_020-O-20170731-COMP_pluspf_filtered","HARV_020-O-20170731-COMP",11771025,"pluspf","percent_passing",0.0961150791880911,"% reads classified at
 high quality","HARV"
"1046","HARV_020-O-20170731-COMP_pluspf_filtered","HARV_020-O-20170731-COMP",11771025,"pluspf","percent_classified",0.0551394632158202,"% reads classified","HARV"
"1047","HARV_020-O-20170731-COMP_soil_microbe_db_filtered","HARV_020-O-20170731-COMP",11771025,"soil_microbe_db","percent_passing",0.158763149343409,"% reads classified at
 high quality","HARV"
"1048","HARV_020-O-20170731-COMP_soil_microbe_db_filtered","HARV_020-O-20170731-COMP",11771025,"soil_microbe_db","percent_classified",0.0763087326719636,"% reads classified","HARV"
"1049","HARV_021-M-20180712-COMP_gtdb_207_filtered","HARV_021-M-20180712-COMP",715329,"gtdb_207","percent_passing",0.112833395542471,"% reads classified at
 high quality","HARV"
"1050","HARV_021-M-20180712-COMP_gtdb_207_filtered","HARV_021-M-20180712-COMP",715329,"gtdb_207","percent_classified",0.0451778132859146,"% reads classified","HARV"
"1051","HARV_021-M-20180712-COMP_pluspf_filtered","HARV_021-M-20180712-COMP",715329,"pluspf","percent_passing",0.104462422186155,"% reads classified at
 high quality","HARV"
"1052","HARV_021-M-20180712-COMP_pluspf_filtered","HARV_021-M-20180712-COMP",715329,"pluspf","percent_classified",0.060236618395172,"% reads classified","HARV"
"1053","HARV_021-M-20180712-COMP_soil_microbe_db_filtered","HARV_021-M-20180712-COMP",715329,"soil_microbe_db","percent_passing",0.129715138069336,"% reads classified at
 high quality","HARV"
"1054","HARV_021-M-20180712-COMP_soil_microbe_db_filtered","HARV_021-M-20180712-COMP",715329,"soil_microbe_db","percent_classified",0.040263990415599,"% reads classified","HARV"
"1055","HARV_021-O-20180712-COMP_gtdb_207_filtered","HARV_021-O-20180712-COMP",6545634,"gtdb_207","percent_passing",0.145398138667698,"% reads classified at
 high quality","HARV"
"1056","HARV_021-O-20180712-COMP_gtdb_207_filtered","HARV_021-O-20180712-COMP",6545634,"gtdb_207","percent_classified",0.0718950983204988,"% reads classified","HARV"
"1057","HARV_021-O-20180712-COMP_pluspf_filtered","HARV_021-O-20180712-COMP",6545634,"pluspf","percent_passing",0.107854029113146,"% reads classified at
 high quality","HARV"
"1058","HARV_021-O-20180712-COMP_pluspf_filtered","HARV_021-O-20180712-COMP",6545634,"pluspf","percent_classified",0.0525551841120356,"% reads classified","HARV"
"1059","HARV_021-O-20180712-COMP_soil_microbe_db_filtered","HARV_021-O-20180712-COMP",6545634,"soil_microbe_db","percent_passing",0.157565332861568,"% reads classified at
 high quality","HARV"
"1060","HARV_021-O-20180712-COMP_soil_microbe_db_filtered","HARV_021-O-20180712-COMP",6545634,"soil_microbe_db","percent_classified",0.0589907715585687,"% reads classified","HARV"
"1061","HARV_021-O-20190716-COMP_soil_microbe_db_filtered","HARV_021-O-20190716-COMP",4264398,"soil_microbe_db","percent_passing",0.148643958654891,"% reads classified at
 high quality","HARV"
"1062","HARV_021-O-20190716-COMP_soil_microbe_db_filtered","HARV_021-O-20190716-COMP",4264398,"soil_microbe_db","percent_classified",0.0743199860800985,"% reads classified","HARV"
"1063","HARV_021-O-20200714-COMP_gtdb_207_filtered","HARV_021-O-20200714-COMP",4904887,"gtdb_207","percent_passing",0.134431843180077,"% reads classified at
 high quality","HARV"
"1064","HARV_021-O-20200714-COMP_gtdb_207_filtered","HARV_021-O-20200714-COMP",4904887,"gtdb_207","percent_classified",0.0773628424059515,"% reads classified","HARV"
"1065","HARV_021-O-20200714-COMP_pluspf_filtered","HARV_021-O-20200714-COMP",4904887,"pluspf","percent_passing",0.0927254797103379,"% reads classified at
 high quality","HARV"
"1066","HARV_021-O-20200714-COMP_pluspf_filtered","HARV_021-O-20200714-COMP",4904887,"pluspf","percent_classified",0.0502133892177333,"% reads classified","HARV"
"1067","HARV_021-O-20200714-COMP_soil_microbe_db_filtered","HARV_021-O-20200714-COMP",4904887,"soil_microbe_db","percent_passing",0.14624271670275,"% reads classified at
 high quality","HARV"
"1068","HARV_021-O-20200714-COMP_soil_microbe_db_filtered","HARV_021-O-20200714-COMP",4904887,"soil_microbe_db","percent_classified",0.0642481671850952,"% reads classified","HARV"
"1069","HARV_033-M-20180709-COMP_gtdb_207_filtered","HARV_033-M-20180709-COMP",8091916,"gtdb_207","percent_passing",0.136554803584219,"% reads classified at
 high quality","HARV"
"1070","HARV_033-M-20180709-COMP_gtdb_207_filtered","HARV_033-M-20180709-COMP",8091916,"gtdb_207","percent_classified",0.0689260738742221,"% reads classified","HARV"
"1071","HARV_033-M-20180709-COMP_pluspf_filtered","HARV_033-M-20180709-COMP",8091916,"pluspf","percent_passing",0.0994048875445568,"% reads classified at
 high quality","HARV"
"1072","HARV_033-M-20180709-COMP_pluspf_filtered","HARV_033-M-20180709-COMP",8091916,"pluspf","percent_classified",0.0497903092419644,"% reads classified","HARV"
"1073","HARV_033-M-20180709-COMP_soil_microbe_db_filtered","HARV_033-M-20180709-COMP",8091916,"soil_microbe_db","percent_passing",0.150361175276659,"% reads classified at
 high quality","HARV"
"1074","HARV_033-M-20180709-COMP_soil_microbe_db_filtered","HARV_033-M-20180709-COMP",8091916,"soil_microbe_db","percent_classified",0.0586152896297984,"% reads classified","HARV"
"1075","HARV_033-O-20170801-COMP_gtdb_207_filtered","HARV_033-O-20170801-COMP",12618511,"gtdb_207","percent_passing",0.146251170205423,"% reads classified at
 high quality","HARV"
"1076","HARV_033-O-20170801-COMP_gtdb_207_filtered","HARV_033-O-20170801-COMP",12618511,"gtdb_207","percent_classified",0.0826489749860344,"% reads classified","HARV"
"1077","HARV_033-O-20170801-COMP_pluspf_filtered","HARV_033-O-20170801-COMP",12618511,"pluspf","percent_passing",0.100026461125247,"% reads classified at
 high quality","HARV"
"1078","HARV_033-O-20170801-COMP_pluspf_filtered","HARV_033-O-20170801-COMP",12618511,"pluspf","percent_classified",0.052167961814195,"% reads classified","HARV"
"1079","HARV_033-O-20170801-COMP_soil_microbe_db_filtered","HARV_033-O-20170801-COMP",12618511,"soil_microbe_db","percent_passing",0.174904075449156,"% reads classified at
 high quality","HARV"
"1080","HARV_033-O-20170801-COMP_soil_microbe_db_filtered","HARV_033-O-20170801-COMP",12618511,"soil_microbe_db","percent_classified",0.0830899937401489,"% reads classified","HARV"
"1081","HARV_033-O-20180709-COMP_gtdb_207_filtered","HARV_033-O-20180709-COMP",8497795,"gtdb_207","percent_passing",0.139702358082303,"% reads classified at
 high quality","HARV"
"1082","HARV_033-O-20180709-COMP_gtdb_207_filtered","HARV_033-O-20180709-COMP",8497795,"gtdb_207","percent_classified",0.0747209128956394,"% reads classified","HARV"
"1083","HARV_033-O-20180709-COMP_pluspf_filtered","HARV_033-O-20180709-COMP",8497795,"pluspf","percent_passing",0.0985186157114875,"% reads classified at
 high quality","HARV"
"1084","HARV_033-O-20180709-COMP_pluspf_filtered","HARV_033-O-20180709-COMP",8497795,"pluspf","percent_classified",0.0501194721689568,"% reads classified","HARV"
"1085","HARV_033-O-20180709-COMP_soil_microbe_db_filtered","HARV_033-O-20180709-COMP",8497795,"soil_microbe_db","percent_passing",0.165114950407723,"% reads classified at
 high quality","HARV"
"1086","HARV_033-O-20180709-COMP_soil_microbe_db_filtered","HARV_033-O-20180709-COMP",8497795,"soil_microbe_db","percent_classified",0.0726362544636579,"% reads classified","HARV"
"1087","HARV_033-O-20190715-COMP_gtdb_207_filtered","HARV_033-O-20190715-COMP",5612502,"gtdb_207","percent_passing",0.169297935216771,"% reads classified at
 high quality","HARV"
"1088","HARV_033-O-20190715-COMP_gtdb_207_filtered","HARV_033-O-20190715-COMP",5612502,"gtdb_207","percent_classified",0.108961208387988,"% reads classified","HARV"
"1089","HARV_033-O-20190715-COMP_pluspf_filtered","HARV_033-O-20190715-COMP",5612502,"pluspf","percent_passing",0.115689758328817,"% reads classified at
 high quality","HARV"
"1090","HARV_033-O-20190715-COMP_pluspf_filtered","HARV_033-O-20190715-COMP",5612502,"pluspf","percent_classified",0.0698358771186184,"% reads classified","HARV"
"1091","HARV_033-O-20190715-COMP_soil_microbe_db_filtered","HARV_033-O-20190715-COMP",5612502,"soil_microbe_db","percent_passing",0.182358598714085,"% reads classified at
 high quality","HARV"
"1092","HARV_033-O-20190715-COMP_soil_microbe_db_filtered","HARV_033-O-20190715-COMP",5612502,"soil_microbe_db","percent_classified",0.0992370247707707,"% reads classified","HARV"
"1093","HARV_033-O-20200715-COMP_gtdb_207_filtered","HARV_033-O-20200715-COMP",5703649,"gtdb_207","percent_passing",0.138258157190248,"% reads classified at
 high quality","HARV"
"1094","HARV_033-O-20200715-COMP_gtdb_207_filtered","HARV_033-O-20200715-COMP",5703649,"gtdb_207","percent_classified",0.0823592054840682,"% reads classified","HARV"
"1095","HARV_033-O-20200715-COMP_pluspf_filtered","HARV_033-O-20200715-COMP",5703649,"pluspf","percent_passing",0.0944840750193429,"% reads classified at
 high quality","HARV"
"1096","HARV_033-O-20200715-COMP_pluspf_filtered","HARV_033-O-20200715-COMP",5703649,"pluspf","percent_classified",0.0524753539356998,"% reads classified","HARV"
"1097","HARV_033-O-20200715-COMP_soil_microbe_db_filtered","HARV_033-O-20200715-COMP",5703649,"soil_microbe_db","percent_passing",0.15257408020725,"% reads classified at
 high quality","HARV"
"1098","HARV_033-O-20200715-COMP_soil_microbe_db_filtered","HARV_033-O-20200715-COMP",5703649,"soil_microbe_db","percent_classified",0.0719784825468748,"% reads classified","HARV"
"1099","HARV_034-M-20180709-COMP_gtdb_207_filtered","HARV_034-M-20180709-COMP",6067498,"gtdb_207","percent_passing",0.136103217504151,"% reads classified at
 high quality","HARV"
"1100","HARV_034-M-20180709-COMP_gtdb_207_filtered","HARV_034-M-20180709-COMP",6067498,"gtdb_207","percent_classified",0.0690879502556078,"% reads classified","HARV"
"1101","HARV_034-M-20180709-COMP_pluspf_filtered","HARV_034-M-20180709-COMP",6067498,"pluspf","percent_passing",0.0973134230946594,"% reads classified at
 high quality","HARV"
"1102","HARV_034-M-20180709-COMP_pluspf_filtered","HARV_034-M-20180709-COMP",6067498,"pluspf","percent_classified",0.0479383759170584,"% reads classified","HARV"
"1103","HARV_034-M-20180709-COMP_soil_microbe_db_filtered","HARV_034-M-20180709-COMP",6067498,"soil_microbe_db","percent_passing",0.151139398809855,"% reads classified at
 high quality","HARV"
"1104","HARV_034-M-20180709-COMP_soil_microbe_db_filtered","HARV_034-M-20180709-COMP",6067498,"soil_microbe_db","percent_classified",0.0578338880375404,"% reads classified","HARV"
"1105","HARV_034-O-20170731-COMP_gtdb_207_filtered","HARV_034-O-20170731-COMP",10668617,"gtdb_207","percent_passing",0.146459658266859,"% reads classified at
 high quality","HARV"
"1106","HARV_034-O-20170731-COMP_gtdb_207_filtered","HARV_034-O-20170731-COMP",10668617,"gtdb_207","percent_classified",0.0838588544325848,"% reads classified","HARV"
"1107","HARV_034-O-20170731-COMP_pluspf_filtered","HARV_034-O-20170731-COMP",10668617,"pluspf","percent_passing",0.100919734957211,"% reads classified at
 high quality","HARV"
"1108","HARV_034-O-20170731-COMP_pluspf_filtered","HARV_034-O-20170731-COMP",10668617,"pluspf","percent_classified",0.0536114474818995,"% reads classified","HARV"
"1109","HARV_034-O-20170731-COMP_soil_microbe_db_filtered","HARV_034-O-20170731-COMP",10668617,"soil_microbe_db","percent_passing",0.166920323412116,"% reads classified at
 high quality","HARV"
"1110","HARV_034-O-20170731-COMP_soil_microbe_db_filtered","HARV_034-O-20170731-COMP",10668617,"soil_microbe_db","percent_classified",0.0757619286548575,"% reads classified","HARV"
"1111","HARV_034-O-20180709-COMP_gtdb_207_filtered","HARV_034-O-20180709-COMP",14174378,"gtdb_207","percent_passing",0.161124389373558,"% reads classified at
 high quality","HARV"
"1112","HARV_034-O-20180709-COMP_gtdb_207_filtered","HARV_034-O-20180709-COMP",14174378,"gtdb_207","percent_classified",0.087173278432394,"% reads classified","HARV"
"1113","HARV_034-O-20180709-COMP_pluspf_filtered","HARV_034-O-20180709-COMP",14174378,"pluspf","percent_passing",0.115794499060206,"% reads classified at
 high quality","HARV"
"1114","HARV_034-O-20180709-COMP_pluspf_filtered","HARV_034-O-20180709-COMP",14174378,"pluspf","percent_classified",0.0597305222140965,"% reads classified","HARV"
"1115","HARV_034-O-20180709-COMP_soil_microbe_db_filtered","HARV_034-O-20180709-COMP",14174378,"soil_microbe_db","percent_passing",0.176508909244554,"% reads classified at
 high quality","HARV"
"1116","HARV_034-O-20180709-COMP_soil_microbe_db_filtered","HARV_034-O-20180709-COMP",14174378,"soil_microbe_db","percent_classified",0.076212585836218,"% reads classified","HARV"
"1117","HARV_034-O-20190718-COMP_soil_microbe_db_filtered","HARV_034-O-20190718-COMP",4706531,"soil_microbe_db","percent_passing",0.163218939809384,"% reads classified at
 high quality","HARV"
"1118","HARV_034-O-20190718-COMP_soil_microbe_db_filtered","HARV_034-O-20190718-COMP",4706531,"soil_microbe_db","percent_classified",0.0975357434169668,"% reads classified","HARV"
"1119","HARV_034-O-20200713-COMP_gtdb_207_filtered","HARV_034-O-20200713-COMP",346603,"gtdb_207","percent_passing",0.129205459848876,"% reads classified at
 high quality","HARV"
"1120","HARV_034-O-20200713-COMP_gtdb_207_filtered","HARV_034-O-20200713-COMP",346603,"gtdb_207","percent_classified",0.0369587106862895,"% reads classified","HARV"
"1121","HARV_034-O-20200713-COMP_pluspf_filtered","HARV_034-O-20200713-COMP",346603,"pluspf","percent_passing",0.182292132497411,"% reads classified at
 high quality","HARV"
"1122","HARV_034-O-20200713-COMP_pluspf_filtered","HARV_034-O-20200713-COMP",346603,"pluspf","percent_classified",0.157803019593021,"% reads classified","HARV"
"1123","HARV_034-O-20200713-COMP_soil_microbe_db_filtered","HARV_034-O-20200713-COMP",346603,"soil_microbe_db","percent_passing",0.168997383173256,"% reads classified at
 high quality","HARV"
"1124","HARV_034-O-20200713-COMP_soil_microbe_db_filtered","HARV_034-O-20200713-COMP",346603,"soil_microbe_db","percent_classified",0.0850685077740239,"% reads classified","HARV"
