geneticSampleID,dnaSampleID,dataQF.x,meanCopyNumber_fungi,copyNumberStandardDeviation_fungi,dataQF.y,meanCopyNumber_bacteria and archaea,copyNumberStandardDeviation_bacteria and archaea,legacy,fb_ratio,f_proportion,siteID,test_fun,test_bac,batchID,nucleicAcidConcentration_bac_arc,nucleicAcidConcentration_fun,nucleicAcidConcentration_bac,nucleicAcidConcentration_arc,meanCqValue_bac_arc,meanCqValue_fun,meanCqValue_bac,meanCqValue_arc,pcrEfficiency_bac_arc,pcrEfficiency_fun,pcrEfficiency_bac,pcrEfficiency_arc,sampleID,compositeSampleID
BARR_005-O-21-7-20170809-GEN,BARR_005-O-21-7-20170809-GEN-DNA1,NA,31.9,2.4,NA,88624.9,6936.9,FALSE,3.5994398865330174e-4,3.598144755957806e-4,BARR,31.9,88624.9,CF05ACP4,14,NA,NA,NA,21.6,NA,NA,NA,NA,NA,NA,NA,BARR_005-O-21-7-20170809,BARR_005-O-20170809-COMP
BARR_005-O-21-7-20170809-GEN,BARR_005-O-21-7-20170809-GEN-DNA1,NA,31.9,2.4,NA,88624.9,6936.9,FALSE,3.5994398865330174e-4,3.598144755957806e-4,BARR,31.9,88624.9,CF05ACP6,NA,14,NA,NA,NA,17.4,NA,NA,NA,NA,NA,NA,BARR_005-O-21-7-20170809,BARR_005-O-20170809-COMP
BARR_005-O-6.5-1.5-20170809-GEN,BARR_005-O-6.5-1.5-20170809-GEN-DNA1,NA,7.8,1,NA,62220.6,6803.1,FALSE,1.2536041118214867e-4,1.25344697919278e-4,BARR,7.8,62220.6,CF90WLOZ,2.9,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,BARR_005-O-6.5-1.5-20170809,BARR_005-O-20170809-COMP
BARR_005-O-6.5-1.5-20170809-GEN,BARR_005-O-6.5-1.5-20170809-GEN-DNA1,NA,7.8,1,NA,62220.6,6803.1,FALSE,1.2536041118214867e-4,1.25344697919278e-4,BARR,7.8,62220.6,CF90WLP2,NA,2.9,NA,NA,NA,23.1,NA,NA,NA,NA,NA,NA,BARR_005-O-6.5-1.5-20170809,BARR_005-O-20170809-COMP
BARR_006-O-1-2-20170807-GEN,BARR_006-O-1-2-20170807-GEN-DNA1,NA,21.5,0.9,NA,67277.5,11397.8,FALSE,3.195719222622719e-4,3.1946982867501745e-4,BARR,21.5,67277.5,CF90WLOZ,6.3,NA,NA,NA,22.3,NA,NA,NA,NA,NA,NA,NA,BARR_006-O-1-2-20170807,BARR_006-O-20170807-COMP
BARR_006-O-1-2-20170807-GEN,BARR_006-O-1-2-20170807-GEN-DNA1,NA,21.5,0.9,NA,67277.5,11397.8,FALSE,3.195719222622719e-4,3.1946982867501745e-4,BARR,21.5,67277.5,CF90WLP2,NA,6.3,NA,NA,NA,20.2,NA,NA,NA,NA,NA,NA,BARR_006-O-1-2-20170807,BARR_006-O-20170807-COMP
BARR_006-O-11.5-38-20170807-GEN,BARR_006-O-11.5-38-20170807-GEN-DNA1,NA,110.6,61.3,NA,87521.5,4134.5,FALSE,0.001263689493438755,0.001262094597755845,BARR,110.6,87521.5,CF90WLP2,NA,5.3,NA,NA,NA,18.1,NA,NA,NA,NA,NA,NA,BARR_006-O-11.5-38-20170807,BARR_006-O-20170807-COMP
BARR_006-O-11.5-38-20170807-GEN,BARR_006-O-11.5-38-20170807-GEN-DNA1,NA,110.6,61.3,NA,87521.5,4134.5,FALSE,0.001263689493438755,0.001262094597755845,BARR,110.6,87521.5,CF90WLOZ,5.3,NA,NA,NA,22.1,NA,NA,NA,NA,NA,NA,NA,BARR_006-O-11.5-38-20170807,BARR_006-O-20170807-COMP
BARR_006-O-32.5-32-20170807-GEN,BARR_006-O-32.5-32-20170807-GEN-DNA1,NA,6.6,0.3,NA,28653.5,913.5,FALSE,2.3033835308077546e-4,2.302853095418369e-4,BARR,6.6,28653.5,CF90WLOY,10,NA,NA,NA,23.6,NA,NA,NA,NA,NA,NA,NA,BARR_006-O-32.5-32-20170807,BARR_006-O-20170807-COMP
BARR_006-O-32.5-32-20170807-GEN,BARR_006-O-32.5-32-20170807-GEN-DNA1,NA,6.6,0.3,NA,28653.5,913.5,FALSE,2.3033835308077546e-4,2.302853095418369e-4,BARR,6.6,28653.5,CF90WLP0,NA,10,NA,NA,NA,21.3,NA,NA,NA,NA,NA,NA,BARR_006-O-32.5-32-20170807,BARR_006-O-20170807-COMP
BARR_051-O-15.5-30-20170808-GEN,BARR_051-O-15.5-30-20170808-GEN-DNA1,NA,NA,NA,NA,3289.9,1593.1,FALSE,NA,NA,BARR,NA,3289.9,CF90WLOY,5.7,NA,NA,NA,28.9,NA,NA,NA,NA,NA,NA,NA,BARR_051-O-15.5-30-20170808,BARR_051-O-20170808-COMP
BARR_051-O-33.5-12-20170808-GEN,BARR_051-O-33.5-12-20170808-GEN-DNA1,NA,7.9,0.3,NA,81364.8,16076.2,FALSE,9.709358346606886e-5,9.708415721734686e-5,BARR,7.9,81364.8,CF90WLP0,NA,7.4,NA,NA,NA,21.5,NA,NA,NA,NA,NA,NA,BARR_051-O-33.5-12-20170808,BARR_051-O-20170808-COMP
BARR_051-O-33.5-12-20170808-GEN,BARR_051-O-33.5-12-20170808-GEN-DNA1,NA,7.9,0.3,NA,81364.8,16076.2,FALSE,9.709358346606886e-5,9.708415721734686e-5,BARR,7.9,81364.8,CF90WLOY,7.4,NA,NA,NA,22.3,NA,NA,NA,NA,NA,NA,NA,BARR_051-O-33.5-12-20170808,BARR_051-O-20170808-COMP
BARR_051-O-37.5-31-20170808-GEN,BARR_051-O-37.5-31-20170808-GEN-DNA1,NA,15.5,0.6,NA,76217,10477.7,FALSE,2.0336670296652978e-4,2.033253533597875e-4,BARR,15.5,76217,C90WLU0,35,NA,NA,NA,18.9,NA,NA,NA,NA,NA,NA,NA,BARR_051-O-37.5-31-20170808,BARR_051-O-20170808-COMP
BARR_051-O-37.5-31-20170808-GEN,BARR_051-O-37.5-31-20170808-GEN-DNA1,NA,15.5,0.6,NA,76217,10477.7,FALSE,2.0336670296652978e-4,2.033253533597875e-4,BARR,15.5,76217,CF90WLP1,NA,35,NA,NA,NA,17.8,NA,NA,NA,NA,NA,NA,BARR_051-O-37.5-31-20170808,BARR_051-O-20170808-COMP
BARR_052-O-10.5-8.5-20170808-GEN,BARR_052-O-10.5-8.5-20170808-GEN-DNA1,NA,14,2.7,NA,42571.9,8770.3,FALSE,3.2885541871516185e-4,3.2874730838141264e-4,BARR,14,42571.9,CF90WLP1,NA,16,NA,NA,NA,19.3,NA,NA,NA,NA,NA,NA,BARR_052-O-10.5-8.5-20170808,BARR_052-O-20170808-COMP
BARR_052-O-10.5-8.5-20170808-GEN,BARR_052-O-10.5-8.5-20170808-GEN-DNA1,NA,14,2.7,NA,42571.9,8770.3,FALSE,3.2885541871516185e-4,3.2874730838141264e-4,BARR,14,42571.9,C90WLU0,16,NA,NA,NA,21.5,NA,NA,NA,NA,NA,NA,NA,BARR_052-O-10.5-8.5-20170808,BARR_052-O-20170808-COMP
BARR_052-O-31.5-7.5-20170808-GEN,BARR_052-O-31.5-7.5-20170808-GEN-DNA1,NA,36.4,7.4,NA,31498.2,7245.5,FALSE,0.0011556215910750456,0.0011542876713197567,BARR,36.4,31498.2,CF90WLP1,NA,13,NA,NA,NA,18.1,NA,NA,NA,NA,NA,NA,BARR_052-O-31.5-7.5-20170808,BARR_052-O-20170808-COMP
BARR_052-O-31.5-7.5-20170808-GEN,BARR_052-O-31.5-7.5-20170808-GEN-DNA1,NA,36.4,7.4,NA,31498.2,7245.5,FALSE,0.0011556215910750456,0.0011542876713197567,BARR,36.4,31498.2,C90WLU0,13,NA,NA,NA,22.4,NA,NA,NA,NA,NA,NA,NA,BARR_052-O-31.5-7.5-20170808,BARR_052-O-20170808-COMP
BARR_052-O-8-25-20170808-GEN,BARR_052-O-8-25-20170808-GEN-DNA1,NA,10.1,0.9,NA,46034,6931.6,FALSE,2.1940304991962463e-4,2.1935492278055168e-4,BARR,10.1,46034,CF05ACP4,7.7,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,BARR_052-O-8-25-20170808,BARR_052-O-20170808-COMP
BARR_052-O-8-25-20170808-GEN,BARR_052-O-8-25-20170808-GEN-DNA1,NA,10.1,0.9,NA,46034,6931.6,FALSE,2.1940304991962463e-4,2.1935492278055168e-4,BARR,10.1,46034,CF05ACP6,NA,7.7,NA,NA,NA,20.2,NA,NA,NA,NA,NA,NA,BARR_052-O-8-25-20170808,BARR_052-O-20170808-COMP
BARR_053-O-2-32-20170808-GEN,BARR_053-O-2-32-20170808-GEN-DNA1,NA,NA,NA,NA,63818.6,5259,FALSE,NA,NA,BARR,NA,63818.6,CF05ACP4,35,NA,NA,NA,20.5,NA,NA,NA,NA,NA,NA,NA,BARR_053-O-2-32-20170808,BARR_053-O-20170808-COMP
BARR_053-O-2.5-11-20170808-GEN,BARR_053-O-2.5-11-20170808-GEN-DNA1,NA,NA,NA,NA,102735.3,13002.9,FALSE,NA,NA,BARR,NA,102735.3,CF05ACP4,28,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,BARR_053-O-2.5-11-20170808,BARR_053-O-20170808-COMP
BARR_053-O-36-2-20170808-GEN,BARR_053-O-36-2-20170808-GEN-DNA1,NA,4.6,0.4,NA,31140.4,9160.2,FALSE,1.4771807683909005e-4,1.4769625943169046e-4,BARR,4.6,31140.4,CF90WLP2,NA,16,NA,NA,NA,21.2,NA,NA,NA,NA,NA,NA,BARR_053-O-36-2-20170808,BARR_053-O-20170808-COMP
BARR_053-O-36-2-20170808-GEN,BARR_053-O-36-2-20170808-GEN-DNA1,NA,4.6,0.4,NA,31140.4,9160.2,FALSE,1.4771807683909005e-4,1.4769625943169046e-4,BARR,4.6,31140.4,CF90WLOZ,16,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,BARR_053-O-36-2-20170808,BARR_053-O-20170808-COMP
BARR_054-O-2.5-27-20170807-GEN,BARR_054-O-2.5-27-20170807-GEN-DNA1,NA,NA,NA,NA,29578.3,4533.5,FALSE,NA,NA,BARR,NA,29578.3,CF90WLOZ,5.5,NA,NA,NA,24.2,NA,NA,NA,NA,NA,NA,NA,BARR_054-O-2.5-27-20170807,BARR_054-O-20170807-COMP
BARR_054-O-25.5-8-20170807-GEN,BARR_054-O-25.5-8-20170807-GEN-DNA1,NA,25.9,1.4,NA,64524.9,2806.6,FALSE,4.013954302912519e-4,4.012343766459904e-4,BARR,25.9,64524.9,CF90WLP2,NA,22,NA,NA,NA,17.9,NA,NA,NA,NA,NA,NA,BARR_054-O-25.5-8-20170807,BARR_054-O-20170807-COMP
BARR_054-O-25.5-8-20170807-GEN,BARR_054-O-25.5-8-20170807-GEN-DNA1,NA,25.9,1.4,NA,64524.9,2806.6,FALSE,4.013954302912519e-4,4.012343766459904e-4,BARR,25.9,64524.9,CF90WLOZ,22,NA,NA,NA,19.9,NA,NA,NA,NA,NA,NA,NA,BARR_054-O-25.5-8-20170807,BARR_054-O-20170807-COMP
BARR_054-O-8-3.5-20170807-GEN,BARR_054-O-8-3.5-20170807-GEN-DNA1,NA,NA,NA,NA,30931.1,5676.5,FALSE,NA,NA,BARR,NA,30931.1,CF90WLOY,2.7,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,BARR_054-O-8-3.5-20170807,BARR_054-O-20170807-COMP
BART_001-O-11-8-20170509-GEN,BART_001-O-11-8-20170509-GEN-DNA1,NA,86.8,11.5,NA,93797,2337.1,FALSE,9.254027314306427e-4,9.245471529699479e-4,BART,86.8,93797,CF90WLTX,45,NA,NA,NA,19.2,NA,NA,NA,NA,NA,NA,NA,BART_001-O-11-8-20170509,NA
BART_001-O-11-8-20170509-GEN,BART_001-O-11-8-20170509-GEN-DNA1,NA,86.8,11.5,NA,93797,2337.1,FALSE,9.254027314306427e-4,9.245471529699479e-4,BART,86.8,93797,CFH00U1X,NA,45,NA,NA,NA,15.4,NA,NA,NA,NA,NA,NA,BART_001-O-11-8-20170509,NA
BART_001-O-11.5-9.5-20160725-GEN,BART_001-O-11.5-9.5-20160725-GEN-DNA1,NA,0,0,NA,NA,NA,FALSE,NA,NA,BART,0,NA,CF04E3Z1,NA,64,NA,NA,NA,33.9,NA,NA,NA,77.9,NA,NA,BART_001-O-11.5-9.5-20160725,BART_001-O-20160725-COMP
BART_001-O-17.5-38.5-20170612-GEN,BART_001-O-17.5-38.5-20170612-GEN-DNA1,NA,137.4,15.1,NA,160623.4,28914.2,FALSE,8.554170811973848e-4,8.546859682211088e-4,BART,137.4,160623.4,CF05ACJH,15,NA,NA,NA,20.5,NA,NA,NA,61.8,NA,NA,NA,BART_001-O-17.5-38.5-20170612,BART_001-O-20170612-COMP
BART_001-O-17.5-38.5-20170612-GEN,BART_001-O-17.5-38.5-20170612-GEN-DNA1,NA,137.4,15.1,NA,160623.4,28914.2,FALSE,8.554170811973848e-4,8.546859682211088e-4,BART,137.4,160623.4,CF05ACJL,NA,15,NA,NA,NA,17.2,NA,NA,NA,75.5,NA,NA,BART_001-O-17.5-38.5-20170612,BART_001-O-20170612-COMP
BART_001-O-20-36.5-20160419-GEN,BART_001-O-20-36.5-20160419-GEN-DNA1,NA,NA,NA,NA,6652.9,3466.2,FALSE,NA,NA,BART,NA,6652.9,CF04E3U6,20,NA,NA,NA,24.4,NA,NA,NA,42.8,NA,NA,NA,BART_001-O-20-36.5-20160419,NA
BART_001-O-21.5-32.5-20170509-GEN,BART_001-O-21.5-32.5-20170509-GEN-DNA1,NA,54.2,6.5,NA,65648,3678.6,FALSE,8.256154033633926e-4,8.249343248780103e-4,BART,54.2,65648,CFH00U1X,NA,9.1,NA,NA,NA,18.7,NA,NA,NA,NA,NA,NA,BART_001-O-21.5-32.5-20170509,NA
BART_001-O-21.5-32.5-20170509-GEN,BART_001-O-21.5-32.5-20170509-GEN-DNA1,NA,54.2,6.5,NA,65648,3678.6,FALSE,8.256154033633926e-4,8.249343248780103e-4,BART,54.2,65648,CF90WLTX,9.1,NA,NA,NA,22.8,NA,NA,NA,NA,NA,NA,NA,BART_001-O-21.5-32.5-20170509,NA
BART_001-O-24-3.5-20170612-GEN,BART_001-O-24-3.5-20170612-GEN-DNA1,NA,211.5,10.9,NA,145685.1,15852.5,FALSE,0.0014517613674974311,0.0014496568117420144,BART,211.5,145685.1,CF05ACJH,27,NA,NA,NA,19.5,NA,NA,NA,61.8,NA,NA,NA,BART_001-O-24-3.5-20170612,BART_001-O-20170612-COMP
BART_001-O-24-3.5-20170612-GEN,BART_001-O-24-3.5-20170612-GEN-DNA1,NA,211.5,10.9,NA,145685.1,15852.5,FALSE,0.0014517613674974311,0.0014496568117420144,BART,211.5,145685.1,CF05ACJL,NA,27,NA,NA,NA,15.4,NA,NA,NA,75.5,NA,NA,BART_001-O-24-3.5-20170612,BART_001-O-20170612-COMP
BART_001-O-27.5-35.5-20171004-GEN,BART_001-O-27.5-35.5-20171004-GEN-DNA1,NA,20,6.9,NA,94880,11586.7,FALSE,2.1079258010118043e-4,2.1074815595363542e-4,BART,20,94880,CF05ACJL,NA,34,NA,NA,NA,19.3,NA,NA,NA,75.5,NA,NA,BART_001-O-27.5-35.5-20171004,NA
BART_001-O-27.5-35.5-20171004-GEN,BART_001-O-27.5-35.5-20171004-GEN-DNA1,NA,20,6.9,NA,94880,11586.7,FALSE,2.1079258010118043e-4,2.1074815595363542e-4,BART,20,94880,CF05ACJH,34,NA,NA,NA,19.9,NA,NA,NA,61.8,NA,NA,NA,BART_001-O-27.5-35.5-20171004,NA
BART_001-O-29.5-0-20171004-GEN,BART_001-O-29.5-0-20171004-GEN-DNA1,NA,16.7,1.1,NA,89140.5,20051.9,FALSE,1.8734469741587718e-4,1.8730960595442656e-4,BART,16.7,89140.5,CF05ACJI,60,NA,NA,NA,19,NA,NA,NA,63,NA,NA,NA,BART_001-O-29.5-0-20171004,NA
BART_001-O-29.5-0-20171004-GEN,BART_001-O-29.5-0-20171004-GEN-DNA1,NA,16.7,1.1,NA,89140.5,20051.9,FALSE,1.8734469741587718e-4,1.8730960595442656e-4,BART,16.7,89140.5,CF05ACJK,NA,60,NA,NA,NA,18.8,NA,NA,NA,75.1,NA,NA,BART_001-O-29.5-0-20171004,NA
BART_001-O-30-17-20160725-GEN,BART_001-O-30-17-20160725-GEN-DNA1,NA,44.5,7.7,NA,19109.6,4688.3,FALSE,0.0023286724996860217,0.0023232623824664175,BART,44.5,19109.6,CF04E3U8,NA,22,NA,NA,NA,18.3,NA,NA,NA,87.8,NA,NA,BART_001-O-30-17-20160725,BART_001-O-20160725-COMP
BART_001-O-30-17-20160725-GEN,BART_001-O-30-17-20160725-GEN-DNA1,NA,44.5,7.7,NA,19109.6,4688.3,FALSE,0.0023286724996860217,0.0023232623824664175,BART,44.5,19109.6,CF04E3U5,22,NA,NA,NA,22.2,NA,NA,NA,43,NA,NA,NA,BART_001-O-30-17-20160725,BART_001-O-20160725-COMP
BART_001-O-31.5-9-20161114-GEN,BART_001-O-31.5-9-20161114-GEN-DNA2,NA,519.1,59.9,NA,245515.9,58003.9,FALSE,0.0021143233493227933,0.002109862417948666,BART,519.1,245515.9,CF05ACNZ,NA,0,NA,NA,NA,23.9,NA,NA,NA,80.5,NA,NA,BART_001-O-31.5-9-20161114,NA
BART_001-O-31.5-9-20161114-GEN,BART_001-O-31.5-9-20161114-GEN-DNA2,NA,519.1,59.9,NA,245515.9,58003.9,FALSE,0.0021143233493227933,0.002109862417948666,BART,519.1,245515.9,CF05ACNX,0,NA,NA,NA,29.5,NA,NA,NA,78.1,NA,NA,NA,BART_001-O-31.5-9-20161114,NA
BART_001-O-35.5-26.5-20170612-GEN,BART_001-O-35.5-26.5-20170612-GEN-DNA1,NA,NA,NA,NA,65206.5,13873.1,FALSE,NA,NA,BART,NA,65206.5,CF05ACJI,34,NA,NA,NA,20.8,NA,NA,NA,63,NA,NA,NA,BART_001-O-35.5-26.5-20170612,BART_001-O-20170612-COMP
BART_001-O-35.5-27.5-20161114-GEN,BART_001-O-35.5-27.5-20161114-GEN-DNA1,NA,212.2,12.3,NA,93339.1,17425.1,FALSE,0.0022734309630154993,0.0022682741982206554,BART,212.2,93339.1,CFH00UIT,NA,34,NA,NA,NA,13.7,NA,NA,NA,NA,NA,NA,BART_001-O-35.5-27.5-20161114,NA
BART_001-O-35.5-27.5-20161114-GEN,BART_001-O-35.5-27.5-20161114-GEN-DNA1,NA,212.2,12.3,NA,93339.1,17425.1,FALSE,0.0022734309630154993,0.0022682741982206554,BART,212.2,93339.1,CFH00U1Z,34,NA,NA,NA,19.6,NA,NA,NA,NA,NA,NA,NA,BART_001-O-35.5-27.5-20161114,NA
BART_001-O-38.5-8-20160419-GEN,BART_001-O-38.5-8-20160419-GEN-DNA1,NA,44,5.5,NA,3791.6,1738.3,FALSE,0.011604599641312375,0.011471477734904579,BART,44,3791.6,CF04E3ZH,NA,4.9,NA,NA,NA,21.7,NA,NA,NA,77.8,NA,NA,BART_001-O-38.5-8-20160419,NA
BART_001-O-38.5-8-20160419-GEN,BART_001-O-38.5-8-20160419-GEN-DNA1,NA,44,5.5,NA,3791.6,1738.3,FALSE,0.011604599641312375,0.011471477734904579,BART,44,3791.6,CF04E3U2,4.9,NA,NA,NA,30.1,NA,NA,NA,39.5,NA,NA,NA,BART_001-O-38.5-8-20160419,NA
BART_001-O-6.5-35-20171004-GEN,BART_001-O-6.5-35-20171004-GEN-DNA1,NA,19.4,5.2,NA,67318.9,15018.7,FALSE,2.8818058524426274e-4,2.880975611204916e-4,BART,19.4,67318.9,CF05ACJI,27,NA,NA,NA,21.2,NA,NA,NA,63,NA,NA,NA,BART_001-O-6.5-35-20171004,NA
BART_001-O-6.5-35-20171004-GEN,BART_001-O-6.5-35-20171004-GEN-DNA1,NA,19.4,5.2,NA,67318.9,15018.7,FALSE,2.8818058524426274e-4,2.880975611204916e-4,BART,19.4,67318.9,CF05ACJK,NA,27,NA,NA,NA,20,NA,NA,NA,75.1,NA,NA,BART_001-O-6.5-35-20171004,NA
BART_001-O-8-36-20170509-GEN,BART_001-O-8-36-20170509-GEN-DNA1,NA,166.7,11.1,NA,95158.4,3852.9,FALSE,0.0017518159195614891,0.0017487524272201131,BART,166.7,95158.4,CFH00UIT,NA,7.9,NA,NA,NA,16.4,NA,NA,NA,NA,NA,NA,BART_001-O-8-36-20170509,NA
BART_001-O-8-36-20170509-GEN,BART_001-O-8-36-20170509-GEN-DNA1,NA,166.7,11.1,NA,95158.4,3852.9,FALSE,0.0017518159195614891,0.0017487524272201131,BART,166.7,95158.4,CFH00U1Z,7.9,NA,NA,NA,22.2,NA,NA,NA,NA,NA,NA,NA,BART_001-O-8-36-20170509,NA
BART_001-O-9.5-38-20161114-GEN,BART_001-O-9.5-38-20161114-GEN-DNA1,NA,432.4,14.2,NA,83641.6,17201.9,FALSE,0.005169676333307827,0.005143088231795798,BART,432.4,83641.6,CF90WLJ7,NA,23,NA,NA,NA,14.4,NA,NA,NA,NA,NA,NA,BART_001-O-9.5-38-20161114,NA
BART_001-O-9.5-38-20161114-GEN,BART_001-O-9.5-38-20161114-GEN-DNA1,NA,432.4,14.2,NA,83641.6,17201.9,FALSE,0.005169676333307827,0.005143088231795798,BART,432.4,83641.6,CF90WLTW,23,NA,NA,NA,20.6,NA,NA,NA,NA,NA,NA,NA,BART_001-O-9.5-38-20161114,NA
BART_002-O-0.5-11.5-20161115-GEN,BART_002-O-0.5-11.5-20161115-GEN-DNA2,NA,75.4,3.4,NA,31662,8611,FALSE,0.002381403575263723,0.002375745965327973,BART,75.4,31662,CF05ACO1,NA,12,NA,NA,NA,16.7,NA,NA,NA,82.7,NA,NA,BART_002-O-0.5-11.5-20161115,NA
BART_002-O-0.5-11.5-20161115-GEN,BART_002-O-0.5-11.5-20161115-GEN-DNA2,NA,75.4,3.4,NA,31662,8611,FALSE,0.002381403575263723,0.002375745965327973,BART,75.4,31662,CF05ACLI,12,NA,NA,NA,23.6,NA,NA,NA,81.7,NA,NA,NA,BART_002-O-0.5-11.5-20161115,NA
BART_002-O-0.5-28.5-20171003-GEN,BART_002-O-0.5-28.5-20171003-GEN-DNA1,NA,88.4,3.9,NA,25599.8,3920.8,FALSE,0.0034531519777498266,0.0034412687537468565,BART,88.4,25599.8,CF05ACJF,NA,23,NA,NA,NA,17.5,NA,NA,NA,77.4,NA,NA,BART_002-O-0.5-28.5-20171003,NA
BART_002-O-0.5-28.5-20171003-GEN,BART_002-O-0.5-28.5-20171003-GEN-DNA1,NA,88.4,3.9,NA,25599.8,3920.8,FALSE,0.0034531519777498266,0.0034412687537468565,BART,88.4,25599.8,CFH06B90,23,NA,NA,NA,25.6,NA,NA,NA,NA,NA,NA,NA,BART_002-O-0.5-28.5-20171003,NA
BART_002-O-1-1-20170510-GEN,BART_002-O-1-1-20170510-GEN-DNA1,NA,69.2,2.8,NA,NA,NA,FALSE,NA,NA,BART,69.2,NA,CF90WLJ7,NA,69,NA,NA,NA,15.6,NA,NA,NA,NA,NA,NA,BART_002-O-1-1-20170510,NA
BART_002-O-12.5-38-20160426-GEN,BART_002-O-12.5-38-20160426-GEN-DNA1,NA,0,0,NA,NA,NA,FALSE,NA,NA,BART,0,NA,CF04E3ZH,NA,78,NA,NA,NA,31.8,NA,NA,NA,77.8,NA,NA,BART_002-O-12.5-38-20160426,NA
BART_002-O-2-28.5-20170612-GEN,BART_002-O-2-28.5-20170612-GEN-DNA2,NA,NA,NA,NA,37456.9,6773,FALSE,NA,NA,BART,NA,37456.9,CF05ACNX,42,NA,NA,NA,20.4,NA,NA,NA,78.1,NA,NA,NA,BART_002-O-2-28.5-20170612,BART_002-O-20170612-COMP
BART_002-O-29.5-38-20171003-GEN,BART_002-O-29.5-38-20171003-GEN-DNA1,NA,39.4,10.1,NA,164842.2,6596.2,FALSE,2.3901646544392149e-4,2.3895935022464604e-4,BART,39.4,164842.2,CF05ACJJ,22,NA,NA,NA,19.6,NA,NA,NA,50.3,NA,NA,NA,BART_002-O-29.5-38-20171003,NA
BART_002-O-29.5-38-20171003-GEN,BART_002-O-29.5-38-20171003-GEN-DNA1,NA,39.4,10.1,NA,164842.2,6596.2,FALSE,2.3901646544392149e-4,2.3895935022464604e-4,BART,39.4,164842.2,CF05ACJN,NA,22,NA,NA,NA,16.6,NA,NA,NA,75.4,NA,NA,BART_002-O-29.5-38-20171003,NA
BART_002-O-3-8-20160426-GEN,BART_002-O-3-8-20160426-GEN-DNA1,NA,18.3,1.9,NA,NA,NA,FALSE,NA,NA,BART,18.3,NA,CF04E3U8,NA,58,NA,NA,NA,18.1,NA,NA,NA,87.8,NA,NA,BART_002-O-3-8-20160426,NA
BART_002-O-3.5-19.5-20171003-GEN,BART_002-O-3.5-19.5-20171003-GEN-DNA1,NA,174.5,11.8,NA,102256.5,15080.3,FALSE,0.0017064929857759654,0.0017035858285089475,BART,174.5,102256.5,CF05ACJJ,36,NA,NA,NA,19.6,NA,NA,NA,50.3,NA,NA,NA,BART_002-O-3.5-19.5-20171003,NA
BART_002-O-3.5-19.5-20171003-GEN,BART_002-O-3.5-19.5-20171003-GEN-DNA1,NA,174.5,11.8,NA,102256.5,15080.3,FALSE,0.0017064929857759654,0.0017035858285089475,BART,174.5,102256.5,CF05ACJN,NA,36,NA,NA,NA,13,NA,NA,NA,75.4,NA,NA,BART_002-O-3.5-19.5-20171003,NA
BART_002-O-3.5-38-20170510-GEN,BART_002-O-3.5-38-20170510-GEN-DNA1,NA,22.6,3.6,NA,77494.5,7647.3,FALSE,2.9163359980385705e-4,2.915485744435744e-4,BART,22.6,77494.5,CF90WLTY,98,NA,NA,NA,18.4,NA,NA,NA,NA,NA,NA,NA,BART_002-O-3.5-38-20170510,NA
BART_002-O-3.5-38-20170510-GEN,BART_002-O-3.5-38-20170510-GEN-DNA1,NA,22.6,3.6,NA,77494.5,7647.3,FALSE,2.9163359980385705e-4,2.915485744435744e-4,BART,22.6,77494.5,CFH00U1Y,NA,98,NA,NA,NA,16.6,NA,NA,NA,NA,NA,NA,BART_002-O-3.5-38-20170510,NA
BART_002-O-31-25.5-20170612-GEN,BART_002-O-31-25.5-20170612-GEN-DNA1,NA,47.1,5.7,NA,139428.5,10713.2,FALSE,3.378075501063269e-4,3.3769347470095126e-4,BART,47.1,139428.5,CF05ACJJ,31,NA,NA,NA,19.2,NA,NA,NA,50.3,NA,NA,NA,BART_002-O-31-25.5-20170612,BART_002-O-20170612-COMP
BART_002-O-31-25.5-20170612-GEN,BART_002-O-31-25.5-20170612-GEN-DNA1,NA,47.1,5.7,NA,139428.5,10713.2,FALSE,3.378075501063269e-4,3.3769347470095126e-4,BART,47.1,139428.5,CF05ACJN,NA,31,NA,NA,NA,15.6,NA,NA,NA,75.4,NA,NA,BART_002-O-31-25.5-20170612,BART_002-O-20170612-COMP
BART_002-O-31.5-0.5-20160426-GEN,BART_002-O-31.5-0.5-20160426-GEN-DNA1,NA,20.5,1.6,NA,NA,NA,FALSE,NA,NA,BART,20.5,NA,CF04E3U8,NA,36,NA,NA,NA,18.7,NA,NA,NA,87.8,NA,NA,BART_002-O-31.5-0.5-20160426,NA
BART_002-O-31.5-12.5-20170510-GEN,BART_002-O-31.5-12.5-20170510-GEN-DNA1,NA,NA,NA,NA,111871.8,10815.9,FALSE,NA,NA,BART,NA,111871.8,CF90WLTY,86,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,BART_002-O-31.5-12.5-20170510,NA
