ncbi_species_taxid	accession	ncbi_organism_name	kingdom	phylum	species	fasta_file_path	ncbi_taxonomy	source	is_published
295069	GCA_900109935.1	Chryseobacterium taichungense		Bacteroidota	Chryseobacterium taichungense	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_900109935.1/GCA_900109935.1_IMG-taxon_2675903154_annotated_assembly_genomic.fna.gz	k__;p__Bacteroidota;c__Flavobacteriia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium taichungense	JGI GOLD	Unrestricted
296591	GCA_000013865.1	Polaromonas sp. JS666		Pseudomonadota	Polaromonas sp. JS666	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_000013865.1/GCA_000013865.1_ASM1386v1_genomic.fna.gz	k__;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Polaromonas;s__Polaromonas sp. JS666	JGI GOLD	Unrestricted
299146	GCA_900089605.1	Micromonospora narathiwatensis		Actinomycetota	Micromonospora narathiwatensis	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_900089605.1/GCA_900089605.1_IMG-taxon_2617270834_annotated_assembly_genomic.fna.gz	k__;p__Actinomycetota;c__Actinomycetes;o__Micromonosporales;f__Micromonosporaceae;g__Micromonospora;s__Micromonospora narathiwatensis	JGI GOLD	Unrestricted
299152	GCA_900090305.1	Micromonospora siamensis		Actinomycetota	Micromonospora siamensis	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_900090305.1/GCA_900090305.1_IMG-taxon_2634166273_annotated_assembly_genomic.fna.gz	k__;p__Actinomycetota;c__Actinomycetes;o__Micromonosporales;f__Micromonosporaceae;g__Micromonospora;s__Micromonospora siamensis	JGI GOLD	Unrestricted
299717	GCA_028807635.1	Streptomyces spiramyceticus		Actinomycetota	Streptomyces spiramyceticus	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_028807635.1/GCA_028807635.1_ASM2880763v1_genomic.fna.gz	k__;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces spiramyceticus	JGI GOLD	NA
299767	GCA_006385915.1	Enterobacter ludwigii		Pseudomonadota	Enterobacter ludwigii	/projectnb/microbiome/dgolden/Struo2/data/JGI_genomes/GCA_006385915.1_ASM638591v1_genomic.fna.gz	k__;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter ludwigii	JGI GOLD	NA
299767	GCA_005518115.1	Enterobacter ludwigii		Pseudomonadota	Enterobacter ludwigii	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_005518115.1/GCA_005518115.1_ASM551811v1_genomic.fna.gz	k__;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter ludwigii	JGI GOLD	NA
299767	GCA_005848825.1	Enterobacter ludwigii		Pseudomonadota	Enterobacter ludwigii	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_005848825.1/GCA_005848825.1_ASM584882v1_genomic.fna.gz	k__;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter ludwigii	JGI GOLD	NA
299767	GCA_005890075.1	Enterobacter ludwigii		Pseudomonadota	Enterobacter ludwigii	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_005890075.1/GCA_005890075.1_ASM589007v1_genomic.fna.gz	k__;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter ludwigii	JGI GOLD	NA
299767	GCA_030811815.1	Enterobacter ludwigii		Pseudomonadota	Enterobacter ludwigii	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_030811815.1/GCA_030811815.1_ASM3081181v1_genomic.fna.gz	k__;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter ludwigii	JGI GOLD	Unrestricted
299767	GCA_031454885.1	Enterobacter ludwigii		Pseudomonadota	Enterobacter ludwigii	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_031454885.1/GCA_031454885.1_ASM3145488v1_genomic.fna.gz	k__;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter ludwigii	JGI GOLD	Unrestricted
300019	GCA_001887285.1	Microbacterium paludicola		Actinomycetota	Microbacterium paludicola	/projectnb/microbiome/dgolden/Struo2/data/JGI_genomes/GCA_001887285.1_ASM188728v1_genomic.fna.gz	k__;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium paludicola	JGI GOLD	NA
300181	GCA_017309605.1	Serratia ureilytica		Pseudomonadota	Serratia ureilytica	/projectnb/microbiome/dgolden/Struo2/data/JGI_genomes/GCA_017309605.1_ASM1730960v1_genomic.fna.gz	k__;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Serratia;s__Serratia ureilytica	JGI GOLD	NA
300825	GCA_004375095.1	Shouchella lehensis		Bacillota	Shouchella lehensis	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_004375095.1/GCA_004375095.1_ASM437509v1_genomic.fna.gz	k__;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Shouchella;s__Shouchella lehensis	JGI GOLD	NA
301967	GCA_001953745.1	Natrinema saccharevitans		Euryarchaeota	Natrinema saccharevitans	/projectnb/microbiome/dgolden/Struo2/data/JGI_genomes/GCA_001953745.1_ASM195374v1_genomic.fna.gz	k__;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Natrinema;s__Natrinema saccharevitans	JGI GOLD	NA
302044	GCA_009467795.1	Nesterenkonia halophila		Actinomycetota	Nesterenkonia halophila	/projectnb/microbiome/dgolden/Struo2/data/JGI_genomes/GCA_009467795.1_ASM946779v1_genomic.fna.gz	k__;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Nesterenkonia;s__Nesterenkonia halophila	JGI GOLD	NA
304268	GCA_002019645.1	Litchfieldia alkalitelluris		Bacillota	Litchfieldia alkalitelluris	/projectnb/microbiome/dgolden/Struo2/data/JGI_genomes/GCA_002019645.1_ASM201964v1_genomic.fna.gz	k__;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Litchfieldia;s__Litchfieldia alkalitelluris	JGI GOLD	NA
304268	GCA_002153425.1	Litchfieldia alkalitelluris		Bacillota	Litchfieldia alkalitelluris	/projectnb/microbiome/dgolden/Struo2/data/JGI_genomes/GCA_002153425.1_ASM215342v1_genomic.fna.gz	k__;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Litchfieldia;s__Litchfieldia alkalitelluris	JGI GOLD	NA
304371	GCA_000011005.1	Methanocella paludicola SANAE		Euryarchaeota	Methanocella paludicola	/projectnb/microbiome/dgolden/Struo2/data/JGI_genomes/GCA_000011005.1_ASM1100v1_genomic.fna.gz	k__;p__Euryarchaeota;c__Methanomicrobia;o__Methanocellales;f__Methanocellaceae;g__Methanocella;s__Methanocella paludicola	JGI GOLD	NA
304899	GCA_000717315.1	Actinospica acidiphila		Actinomycetota	Actinospica acidiphila	/projectnb/microbiome/dgolden/Struo2/data/JGI_genomes/GCA_000717315.1_ASM71731v1_genomic.fna.gz	k__;p__Actinomycetota;c__Actinomycetes;o__Catenulisporales;f__Actinospicaceae;g__Actinospica;s__Actinospica acidiphila	JGI GOLD	NA
305517	GCA_015070375.1	Nocardioides kribbensis		Actinomycetota	Nocardioides kribbensis	/projectnb/microbiome/dgolden/Struo2/data/JGI_genomes/GCA_015070375.1_ASM1507037v1_genomic.fna.gz	k__;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__Nocardioides kribbensis	JGI GOLD	NA
306543	GCA_030812415.1	Paenibacillus harenae		Bacillota	Paenibacillus harenae	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_030812415.1/GCA_030812415.1_ASM3081241v1_genomic.fna.gz	k__;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus harenae	JGI GOLD	Unrestricted
306543	GCA_030812495.1	Paenibacillus harenae		Bacillota	Paenibacillus harenae	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_030812495.1/GCA_030812495.1_ASM3081249v1_genomic.fna.gz	k__;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus harenae	JGI GOLD	Unrestricted
307119	GCA_900091435.1	Micromonospora chaiyaphumensis		Actinomycetota	Micromonospora chaiyaphumensis	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_900091435.1/GCA_900091435.1_IMG-taxon_2622736432_annotated_assembly_genomic.fna.gz	k__;p__Actinomycetota;c__Actinomycetes;o__Micromonosporales;f__Micromonosporaceae;g__Micromonospora;s__Micromonospora chaiyaphumensis	JGI GOLD	Unrestricted
307120	GCA_900091565.1	Micromonospora marina		Actinomycetota	Micromonospora marina	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_900091565.1/GCA_900091565.1_IMG-taxon_2622736534_annotated_assembly_genomic.fna.gz	k__;p__Actinomycetota;c__Actinomycetes;o__Micromonosporales;f__Micromonosporaceae;g__Micromonospora;s__Micromonospora marina	JGI GOLD	Unrestricted
307249	GCA_900095405.1	uncultured Sporomusa sp.		Bacillota	uncultured Sporomusa sp.	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_900095405.1/GCA_900095405.1_APW_KL86PLE1_v1_genomic.fna.gz	k__;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Sporomusaceae;g__Sporomusa;s__uncultured Sporomusa sp.	JGI GOLD	NA
307643	GCA_001909285.1	Exiguobacterium profundum		Bacillota	Exiguobacterium profundum	/projectnb/microbiome/dgolden/Struo2/data/JGI_genomes/GCA_001909285.1_ASM190928v1_genomic.fna.gz	k__;p__Bacillota;c__Bacilli;o__Bacillales;f__;g__Exiguobacterium;s__Exiguobacterium profundum	JGI GOLD	NA
310353	GCA_011297315.1	Catellatospora chokoriensis		Actinomycetota	Catellatospora chokoriensis	/projectnb/microbiome/dgolden/Struo2/data/JGI_genomes/GCA_011297315.1_ASM1129731v1_genomic.fna.gz	k__;p__Actinomycetota;c__Actinomycetes;o__Micromonosporales;f__Micromonosporaceae;g__Catellatospora;s__Catellatospora chokoriensis	JGI GOLD	NA
310354	GCA_016862635.1	Catellatospora coxensis		Actinomycetota	Catellatospora coxensis	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_016862635.1/GCA_016862635.1_ASM1686263v1_genomic.fna.gz	k__;p__Actinomycetota;c__Actinomycetes;o__Micromonosporales;f__Micromonosporaceae;g__Catellatospora;s__Catellatospora coxensis	JGI GOLD	NA
310355	GCA_016862575.1	Catellatospora bangladeshensis		Actinomycetota	Catellatospora bangladeshensis	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_016862575.1/GCA_016862575.1_ASM1686257v1_genomic.fna.gz	k__;p__Actinomycetota;c__Actinomycetes;o__Micromonosporales;f__Micromonosporaceae;g__Catellatospora;s__Catellatospora bangladeshensis	JGI GOLD	NA
310780	GCA_001723065.1	Actinacidiphila rubida		Actinomycetota	Actinacidiphila rubida	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_001723065.1/GCA_001723065.1_ASM172306v1_genomic.fna.gz	k__;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Actinacidiphila;s__Actinacidiphila rubida	JGI GOLD	NA
311230	GCA_002902925.1	Paraburkholderia terrae		Pseudomonadota	Paraburkholderia terrae	/projectnb/microbiome/dgolden/Struo2/data/JGI_genomes/GCA_002902925.1_ASM290292v1_genomic.fna.gz	k__;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__Paraburkholderia terrae	JGI GOLD	NA
312253	GCA_018130505.1	Bradyrhizobium tropiciagri		Pseudomonadota	Bradyrhizobium tropiciagri	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_018130505.1/GCA_018130505.1_ASM1813050v1_genomic.fna.gz	k__;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium tropiciagri	JGI GOLD	NA
312253	GCA_018130545.1	Bradyrhizobium tropiciagri		Pseudomonadota	Bradyrhizobium tropiciagri	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_018130545.1/GCA_018130545.1_ASM1813054v1_genomic.fna.gz	k__;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium tropiciagri	JGI GOLD	NA
312306	GCA_018417595.1	Pseudomonas entomophila		Pseudomonadota	Pseudomonas entomophila	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_018417595.1/GCA_018417595.1_ASM1841759v1_genomic.fna.gz	k__;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas entomophila	JGI GOLD	NA
315423	GCA_900113405.1	Palleronia marisminoris		Pseudomonadota	Palleronia marisminoris	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_900113405.1/GCA_900113405.1_IMG-taxon_2615840708_annotated_assembly_genomic.fna.gz	k__;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Palleronia;s__Palleronia marisminoris	JGI GOLD	Unrestricted
315730	GCA_000018825.1	Bacillus mycoides KBAB4		Bacillota	Bacillus mycoides	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_000018825.1/GCA_000018825.1_ASM1882v1_genomic.fna.gz	k__;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus mycoides	JGI GOLD	Unrestricted
316284	GCA_001704275.1	Streptomyces noursei ATCC 11455		Actinomycetota	Streptomyces noursei	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_001704275.1/GCA_001704275.1_ASM170427v1_genomic.fna.gz	k__;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces noursei	JGI GOLD	NA
316997	GCA_011365705.1	Rubrivivax benzoatilyticus		Pseudomonadota	Rubrivivax benzoatilyticus	/projectnb/microbiome/dgolden/Struo2/data/JGI_genomes/GCA_011365705.1_ASM1136570v1_genomic.fna.gz	k__;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Sphaerotilaceae;g__Rubrivivax;s__Rubrivivax benzoatilyticus	JGI GOLD	NA
316997	GCA_011365715.1	Rubrivivax benzoatilyticus		Pseudomonadota	Rubrivivax benzoatilyticus	/projectnb/microbiome/dgolden/Struo2/data/JGI_genomes/GCA_011365715.1_ASM1136571v1_genomic.fna.gz	k__;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Sphaerotilaceae;g__Rubrivivax;s__Rubrivivax benzoatilyticus	JGI GOLD	NA
319501	GCA_001673705.2	Brevibacillus sp. WF146		Bacillota	Brevibacillus sp. WF146	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_001673705.2/GCA_001673705.2_ASM167370v2_genomic.fna.gz	k__;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus;s__Brevibacillus sp. WF146	JGI GOLD	NA
320771	GCA_000172555.1	Pedosphaera parvula Ellin514		Verrucomicrobiota	Pedosphaera parvula	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_000172555.1/GCA_000172555.1_ASM17255v1_genomic.fna.gz	k__;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Limisphaerales;f__;g__Pedosphaera;s__Pedosphaera parvula	JGI GOLD	Unrestricted
320909	GCA_021532375.1	Paenibacillus alkaliterrae		Bacillota	Paenibacillus alkaliterrae	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_021532375.1/GCA_021532375.1_ASM2153237v1_genomic.fna.gz	k__;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus alkaliterrae	JGI GOLD	NA
321316	GCA_016863375.1	Sphaerisporangium melleum		Actinomycetota	Sphaerisporangium melleum	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_016863375.1/GCA_016863375.1_ASM1686337v1_genomic.fna.gz	k__;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Sphaerisporangium;s__Sphaerisporangium melleum	JGI GOLD	NA
321661	GCA_029505395.1	Pseudomonas vranovensis		Pseudomonadota	Pseudomonas vranovensis	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_029505395.1/GCA_029505395.1_ASM2950539v1_genomic.fna.gz	k__;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas vranovensis	JGI GOLD	Unrestricted
321662	GCA_009825315.1	Pseudomonas moraviensis		Pseudomonadota	Pseudomonas moraviensis	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_009825315.1/GCA_009825315.1_ASM982531v1_genomic.fna.gz	k__;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas moraviensis	JGI GOLD	NA
321846	GCA_016134935.2	Pseudomonas simiae		Pseudomonadota	Pseudomonas simiae	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_016134935.2/GCA_016134935.2_ASM1613493v2_genomic.fna.gz	k__;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas simiae	JGI GOLD	NA
321846	GCA_022637535.1	Pseudomonas simiae		Pseudomonadota	Pseudomonas simiae	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_022637535.1/GCA_022637535.1_ASM2263753v1_genomic.fna.gz	k__;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas simiae	JGI GOLD	NA
321982	GCA_009727155.1	Pseudoduganella dura		Pseudomonadota	Pseudoduganella dura	/projectnb/microbiome/dgolden/Struo2/data/JGI_genomes/GCA_009727155.1_ASM972715v1_genomic.fna.gz	k__;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Pseudoduganella;s__Pseudoduganella dura	JGI GOLD	NA
321983	GCA_004322755.1	Pseudoduganella albidiflava		Pseudomonadota	Pseudoduganella albidiflava	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_004322755.1/GCA_004322755.1_ASM432275v1_genomic.fna.gz	k__;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Pseudoduganella;s__Pseudoduganella albidiflava	JGI GOLD	NA
321984	GCA_004421005.1	Pseudoduganella plicata		Pseudomonadota	Pseudoduganella plicata	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_004421005.1/GCA_004421005.1_ASM442100v1_genomic.fna.gz	k__;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Pseudoduganella;s__Pseudoduganella plicata	JGI GOLD	NA
321985	GCA_004209755.1	Pseudoduganella lutea		Pseudomonadota	Pseudoduganella lutea	/projectnb/microbiome/dgolden/Struo2/data/JGI_genomes/GCA_004209755.1_ASM420975v1_genomic.fna.gz	k__;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Pseudoduganella;s__Pseudoduganella lutea	JGI GOLD	NA
322609	GCA_002735905.1	Williamsia marianensis		Actinomycetota	Williamsia marianensis	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_002735905.1/GCA_002735905.1_ASM273590v1_genomic.fna.gz	k__;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Nocardiaceae;g__Williamsia;s__Williamsia marianensis	JGI GOLD	NA
323097	GCA_000013885.1	Nitrobacter hamburgensis X14		Pseudomonadota	Nitrobacter hamburgensis	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_000013885.1/GCA_000013885.1_ASM1388v1_genomic.fna.gz	k__;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Nitrobacter;s__Nitrobacter hamburgensis	JGI GOLD	Unrestricted
323848	GCA_000196355.1	Nitrosospira multiformis ATCC 25196		Pseudomonadota	Nitrosospira multiformis	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_000196355.1/GCA_000196355.1_ASM19635v1_genomic.fna.gz	k__;p__Pseudomonadota;c__Betaproteobacteria;o__Nitrosomonadales;f__Nitrosomonadaceae;g__Nitrosospira;s__Nitrosospira multiformis	JGI GOLD	Unrestricted
324768	GCA_904423835.1	Metabacillus idriensis		Bacillota	Metabacillus idriensis	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_904423835.1/GCA_904423835.1_G1436_genomic.fna.gz	k__;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Metabacillus;s__Metabacillus idriensis	JGI GOLD	NA
324833	GCA_005280215.1	Streptomyces lasalocidi		Actinomycetota	Streptomyces lasalocidi	/projectnb/microbiome/dgolden/Struo2/data/JGI_genomes/GCA_005280215.1_ASM528021v1_genomic.fna.gz	k__;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces lasalocidi	JGI GOLD	NA
328552	GCA_018129525.1	Bradyrhizobium denitrificans		Pseudomonadota	Bradyrhizobium denitrificans	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_018129525.1/GCA_018129525.1_ASM1812952v1_genomic.fna.gz	k__;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium denitrificans	JGI GOLD	NA
331272	GCA_000203955.1	Burkholderia cenocepacia HI2424		Pseudomonadota	Burkholderia cenocepacia	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_000203955.1/GCA_000203955.1_ASM20395v1_genomic.fna.gz	k__;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia cenocepacia	JGI GOLD	Unrestricted
332977	GCA_900109365.1	Parapedobacter koreensis		Bacteroidota	Parapedobacter koreensis	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_900109365.1/GCA_900109365.1_IMG-taxon_2671180226_annotated_assembly_genomic.fna.gz	k__;p__Bacteroidota;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Parapedobacter;s__Parapedobacter koreensis	JGI GOLD	Unrestricted
332999	GCA_900111825.1	Pedobacter suwonensis		Bacteroidota	Pedobacter suwonensis	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_900111825.1/GCA_900111825.1_IMG-taxon_2622736524_annotated_assembly_genomic.fna.gz	k__;p__Bacteroidota;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter suwonensis	JGI GOLD	Unrestricted
333142	GCA_900100695.1	Klenkia brasiliensis		Actinomycetota	Klenkia brasiliensis	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/genbank/bacteria/GCA_900100695.1/GCA_900100695.1_IMG-taxon_2602042031_annotated_assembly_genomic.fna.gz	k__;p__Actinomycetota;c__Actinomycetes;o__Geodermatophilales;f__Geodermatophilaceae;g__Klenkia;s__Klenkia brasiliensis	JGI GOLD	Unrestricted
333966	GCA_014697215.1	Saccharopolyspora pogona		Actinomycetota	Saccharopolyspora pogona	/projectnb/microbiome/dgolden/Struo2/data/JGI_genomes/GCA_014697215.1_ASM1469721v1_genomic.fna.gz	k__;p__Actinomycetota;c__Actinomycetes;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Saccharopolyspora;s__Saccharopolyspora pogona	JGI GOLD	NA
334406	GCA_000283675.1	Bacillus cereus NC7401		Bacillota	Bacillus cereus	/projectnb/microbiome/dgolden/Struo2/data/JGI_genomes/GCA_000283675.1_ASM28367v1_genomic.fna.gz	k__;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus cereus	JGI GOLD	NA
334542	GCA_001662505.1	Rhodococcus qingshengii		Actinomycetota	Rhodococcus qingshengii	/projectnb/microbiome/dgolden/Struo2/data/JGI_genomes/GCA_001662505.1_ASM166250v1_genomic.fna.gz	k__;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Nocardiaceae;g__Rhodococcus;s__Rhodococcus qingshengii	JGI GOLD	NA
334542	GCA_002893965.1	Rhodococcus qingshengii		Actinomycetota	Rhodococcus qingshengii	/projectnb/microbiome/dgolden/Struo2/data/JGI_genomes/GCA_002893965.1_ASM289396v1_genomic.fna.gz	k__;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Nocardiaceae;g__Rhodococcus;s__Rhodococcus qingshengii	JGI GOLD	NA
