ncbi_species_taxid	accession	ncbi_organism_name	kingdom	phylum	species	fasta_file_path	ncbi_taxonomy	source	is_published
393127	GCA_000168595.2	Listeria monocytogenes Finland 1998	Bacteria	Bacillota	Listeria monocytogenes	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000168595.2_ASM16859v2_genomic.fna.gz	k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Listeriaceae;g__Listeria;s__Listeria monocytogenes	JGI GOLD - RefSoil	NA
394503	GCA_000022065.1	Ruminiclostridium cellulolyticum H10	Bacteria	Bacillota	Ruminiclostridium cellulolyticum	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000022065.1_ASM2206v1_genomic.fna.gz	k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminiclostridium;s__Ruminiclostridium cellulolyticum	JGI GOLD - RefSoil	Unrestricted
395491	GCA_000023185.1	Rhizobium leguminosarum bv. trifolii WSM1325	Bacteria	Pseudomonadota	Rhizobium leguminosarum	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000023185.1_ASM2318v1_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium leguminosarum	JGI GOLD - RefSoil	Unrestricted
395492	GCA_000021345.1	Rhizobium leguminosarum bv. trifolii WSM2304	Bacteria	Pseudomonadota	Rhizobium leguminosarum	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000021345.1_ASM2134v1_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium leguminosarum	JGI GOLD - RefSoil	Unrestricted
395494	GCA_000145255.1	Gallionella capsiferriformans ES-2	Bacteria	Pseudomonadota	Gallionella capsiferriformans	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000145255.1_ASM14525v1_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Nitrosomonadales;f__Gallionellaceae;g__Gallionella;s__Gallionella capsiferriformans	JGI GOLD - RefSoil	Unrestricted
395495	GCA_000019785.1	Leptothrix cholodnii SP-6	Bacteria	Pseudomonadota	Leptothrix cholodnii	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000019785.1_ASM1978v1_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Sphaerotilaceae;g__Leptothrix;s__Leptothrix cholodnii	JGI GOLD - RefSoil	Unrestricted
395960	GCA_000020445.1	Rhodopseudomonas palustris TIE-1	Bacteria	Pseudomonadota	Rhodopseudomonas palustris	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000020445.1_ASM2044v1_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Rhodopseudomonas;s__Rhodopseudomonas palustris	JGI GOLD - RefSoil	Unrestricted
395965	GCA_000021745.1	Methylocella silvestris BL2	Bacteria	Pseudomonadota	Methylocella silvestris	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000021745.1_ASM2174v1_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Beijerinckiaceae;g__Methylocella;s__Methylocella silvestris	JGI GOLD - RefSoil	Unrestricted
397945	GCA_000015325.1	Paracidovorax citrulli AAC00-1	Bacteria	Pseudomonadota	Paracidovorax citrulli	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000015325.1_ASM1532v1_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Paracidovorax;s__Paracidovorax citrulli	JGI GOLD - RefSoil	Unrestricted
398527	GCA_000020125.1	Paraburkholderia phytofirmans PsJN	Bacteria	Pseudomonadota	Paraburkholderia phytofirmans	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000020125.1_ASM2012v1_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__Paraburkholderia phytofirmans	JGI GOLD - RefSoil	Unrestricted
398577	GCA_000019925.1	Burkholderia ambifaria MC40-6	Bacteria	Pseudomonadota	Burkholderia ambifaria	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000019925.1_ASM1992v1_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia ambifaria	JGI GOLD - RefSoil	Unrestricted
398578	GCA_000018665.1	Delftia acidovorans SPH-1	Bacteria	Pseudomonadota	Delftia acidovorans	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000018665.1_ASM1866v1_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Delftia;s__Delftia acidovorans	JGI GOLD - RefSoil	Unrestricted
398767	GCA_000020385.1	Trichlorobacter lovleyi SZ	Bacteria	Thermodesulfobacteriota	Trichlorobacter lovleyi	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000020385.1_ASM2038v1_genomic.fna.gz	k__Bacteria;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Trichlorobacter;s__Trichlorobacter lovleyi	JGI GOLD - RefSoil	Unrestricted
399726	GCA_000019065.1	Thermoanaerobacter sp. X514	Bacteria	Bacillota	Thermoanaerobacter sp. X514	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000019065.1_ASM1906v1_genomic.fna.gz	k__Bacteria;p__Bacillota;c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae;g__Thermoanaerobacter;s__Thermoanaerobacter sp. X514	JGI GOLD - RefSoil	Unrestricted
399742	GCA_000016325.1	Enterobacter sp. 638	Bacteria	Pseudomonadota	Enterobacter sp. 638	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000016325.1_ASM1632v1_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter sp. 638	JGI GOLD - RefSoil	Unrestricted
404380	GCA_000020725.1	Citrifermentans bemidjiense Bem	Bacteria	Thermodesulfobacteriota	Citrifermentans bemidjiense	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000020725.1_ASM2072v1_genomic.fna.gz	k__Bacteria;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Citrifermentans;s__Citrifermentans bemidjiense	JGI GOLD - RefSoil	Unrestricted
404589	GCA_000017505.1	Anaeromyxobacter sp. Fw109-5	Bacteria	Myxococcota	Anaeromyxobacter sp. Fw109-5	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000017505.1_ASM1750v1_genomic.fna.gz	k__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter;s__Anaeromyxobacter sp. Fw109-5	JGI GOLD - RefSoil	Unrestricted
405441	GCA_000019765.1	Xylella fastidiosa M23	Bacteria	Pseudomonadota	Xylella fastidiosa	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000019765.1_ASM1976v1_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xylella;s__Xylella fastidiosa	JGI GOLD - RefSoil	Unrestricted
405532	GCA_007679745.1	Bacillus cereus B4264	Bacteria	Bacillota	Bacillus cereus	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_007679745.1_ASM767974v1_genomic.fna.gz	k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus cereus	JGI GOLD - RefSoil	NA
406817	GCA_000252955.1	Xenorhabdus nematophila ATCC 19061	Bacteria	Pseudomonadota	Xenorhabdus nematophila	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000252955.1_ASM25295v1_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Xenorhabdus;s__Xenorhabdus nematophila	JGI GOLD - RefSoil	NA
406818	GCA_000027225.1	Xenorhabdus bovienii SS-2004	Bacteria	Pseudomonadota	Xenorhabdus bovienii	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000027225.1_ASM2722v1_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Xenorhabdus;s__Xenorhabdus bovienii	JGI GOLD - RefSoil	NA
416344	GCA_000262695.1	Burkholderia sp. KJ006	Bacteria	Pseudomonadota	Burkholderia sp. KJ006	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000262695.1_ASM26269v1_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia sp. KJ006	JGI GOLD - RefSoil	NA
419610	GCA_000018845.1	Methylorubrum extorquens PA1	Bacteria	Pseudomonadota	Methylorubrum extorquens	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000018845.1_ASM1884v1_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Methylobacteriaceae;g__Methylorubrum;s__Methylorubrum extorquens	JGI GOLD - RefSoil	Unrestricted
420662	GCA_000015725.1	Methylibium petroleiphilum PM1	Bacteria	Pseudomonadota	Methylibium petroleiphilum	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000015725.1_ASM1572v1_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Sphaerotilaceae;g__Methylibium;s__Methylibium petroleiphilum	JGI GOLD - RefSoil	Unrestricted
423212	GCA_000092625.1	Legionella pneumophila 2300/99 Alcoy	Bacteria	Pseudomonadota	Legionella pneumophila	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000092625.1_ASM9262v1_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella;s__Legionella pneumophila	JGI GOLD - RefSoil	NA
423368	GCA_000751335.1	Salmonella enterica subsp. enterica serovar Newport str. SL254	Bacteria	Pseudomonadota	Salmonella enterica	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000751335.1_Salmonella_enterica_subsp._enterica_strain_100TC3_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	JGI GOLD - RefSoil	NA
426114	GCA_000253115.1	Thiomonas arsenitoxydans	Bacteria	Pseudomonadota	Thiomonas arsenitoxydans	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000253115.1_ASM25311v1_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__;g__Thiomonas;s__Thiomonas arsenitoxydans	JGI GOLD - RefSoil	NA
426117	GCA_000019365.1	Methylobacterium sp. 4-46	Bacteria	Pseudomonadota	Methylobacterium sp. 4-46	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000019365.1_ASM1936v1_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Methylobacteriaceae;g__Methylobacterium;s__Methylobacterium sp. 4-46	JGI GOLD - RefSoil	Unrestricted
426118	GCA_000022445.1	Sulfolobus islandicus M.16.4	Archaea	Thermoproteota	Sulfolobus islandicus	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000022445.1_ASM2244v1_genomic.fna.gz	k__Archaea;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus islandicus	JGI GOLD - RefSoil	Unrestricted
426355	GCA_000019725.1	Methylobacterium radiotolerans JCM 2831	Bacteria	Pseudomonadota	Methylobacterium radiotolerans	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000019725.1_ASM1972v1_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Methylobacteriaceae;g__Methylobacterium;s__Methylobacterium radiotolerans	JGI GOLD - RefSoil	Unrestricted
427318	GCA_000022425.1	Sulfolobus islandicus M.16.27	Archaea	Thermoproteota	Sulfolobus islandicus	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000022425.1_ASM2242v1_genomic.fna.gz	k__Archaea;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus islandicus	JGI GOLD - RefSoil	Unrestricted
435998	GCA_000336425.1	Serratia marcescens WW4	Bacteria	Pseudomonadota	Serratia marcescens	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000336425.1_ASM33642v1_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Serratia;s__Serratia marcescens	JGI GOLD - RefSoil	NA
439375	GCA_000017405.1	Brucella anthropi ATCC 49188	Bacteria	Pseudomonadota	Brucella anthropi	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000017405.1_ASM1740v1_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Brucellaceae;g__Brucella;s__Brucella anthropi	JGI GOLD - RefSoil	Unrestricted
441620	GCA_000019945.1	Methylorubrum populi BJ001	Bacteria	Pseudomonadota	Methylorubrum populi	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000019945.1_ASM1994v1_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Methylobacteriaceae;g__Methylorubrum;s__Methylorubrum populi	JGI GOLD - RefSoil	Unrestricted
441771	GCA_000017045.1	Clostridium botulinum A str. Hall	Bacteria	Bacillota	Clostridium botulinum	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000017045.1_ASM1704v1_genomic.fna.gz	k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium botulinum	JGI GOLD - RefSoil	NA
441952	GCA_000018925.1	Francisella tularensis subsp. mediasiatica FSC147	Bacteria	Pseudomonadota	Francisella tularensis	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000018925.1_ASM1892v1_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiotrichales;f__Francisellaceae;g__Francisella;s__Francisella tularensis	JGI GOLD - RefSoil	NA
446471	GCA_000024965.1	Xylanimonas cellulosilytica DSM 15894	Bacteria	Actinomycetota	Xylanimonas cellulosilytica	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000024965.1_ASM2496v1_genomic.fna.gz	k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Promicromonosporaceae;g__Xylanimonas;s__Xylanimonas cellulosilytica	JGI GOLD - RefSoil	Unrestricted
455488	GCA_000022145.1	Anaeromyxobacter dehalogenans 2CP-1	Bacteria	Myxococcota	Anaeromyxobacter dehalogenans	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000022145.1_ASM2214v1_genomic.fna.gz	k__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter;s__Anaeromyxobacter dehalogenans	JGI GOLD - RefSoil	Unrestricted
456442	GCA_000017625.1	Methanoregula boonei 6A8	Archaea	Euryarchaeota	Methanoregula boonei	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000017625.1_ASM1762v1_genomic.fna.gz	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula boonei	JGI GOLD - RefSoil	Unrestricted
458033	GCA_018304665.1	Chloracidobacterium thermophilum	Bacteria	Acidobacteriota	Chloracidobacterium thermophilum	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_018304665.1_ASM1830466v1_genomic.fna.gz	k__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__;f__;g__Chloracidobacterium;s__Chloracidobacterium thermophilum	JGI GOLD - RefSoil	NA
460265	GCA_000022085.1	Methylobacterium nodulans ORS 2060	Bacteria	Pseudomonadota	Methylobacterium nodulans	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000022085.1_ASM2208v1_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Methylobacteriaceae;g__Methylobacterium;s__Methylobacterium nodulans	JGI GOLD - RefSoil	Unrestricted
465515	GCA_000023205.1	Micrococcus luteus NCTC 2665	Bacteria	Actinomycetota	Micrococcus luteus	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000023205.1_ASM2320v1_genomic.fna.gz	k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus	JGI GOLD - RefSoil	Unrestricted
469008	GCA_013167015.1	Escherichia coli BL21(DE3)	Bacteria	Pseudomonadota	Escherichia coli	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_013167015.1_ASM1316701v1_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	JGI GOLD - RefSoil	NA
470137	GCA_000018905.1	Brucella suis ATCC 23445	Bacteria	Pseudomonadota	Brucella suis	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000018905.1_ASM1890v1_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Brucellaceae;g__Brucella;s__Brucella suis	JGI GOLD - RefSoil	Unrestricted
471852	GCA_000024385.1	Thermomonospora curvata DSM 43183	Bacteria	Actinomycetota	Thermomonospora curvata	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000024385.1_ASM2438v1_genomic.fna.gz	k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Thermomonosporaceae;g__Thermomonospora;s__Thermomonospora curvata	JGI GOLD - RefSoil	Unrestricted
471853	GCA_000023105.1	Beutenbergia cavernae DSM 12333	Bacteria	Actinomycetota	Beutenbergia cavernae	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000023105.1_ASM2310v1_genomic.fna.gz	k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Beutenbergiaceae;g__Beutenbergia;s__Beutenbergia cavernae	JGI GOLD - RefSoil	Unrestricted
471857	GCA_000023865.1	Saccharomonospora viridis DSM 43017	Bacteria	Actinomycetota	Saccharomonospora viridis	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000023865.1_ASM2386v1_genomic.fna.gz	k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Saccharomonospora;s__Saccharomonospora viridis	JGI GOLD - RefSoil	Unrestricted
476282	GCA_000661935.1	Bradyrhizobium japonicum SEMIA 5079	Bacteria	Pseudomonadota	Bradyrhizobium japonicum	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000661935.1_ASM66193v1_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium japonicum	JGI GOLD - RefSoil	NA
477641	GCA_014645755.1	Modestobacter marinus	Bacteria	Actinomycetota	Modestobacter marinus	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_014645755.1_ASM1464575v1_genomic.fna.gz	k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Geodermatophilales;f__Geodermatophilaceae;g__Modestobacter;s__Modestobacter marinus	JGI GOLD - RefSoil	NA
477974	GCA_000018425.1	Candidatus Desulforudis audaxviator MP104C	Bacteria	Bacillota	Candidatus Desulforudis audaxviator	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000018425.1_ASM1842v1_genomic.fna.gz	k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Peptococcaceae;g__Candidatus Desulforudis;s__Candidatus Desulforudis audaxviator	JGI GOLD - RefSoil	Unrestricted
481805	GCA_000019385.1	Escherichia coli ATCC 8739	Bacteria	Pseudomonadota	Escherichia coli	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000019385.1_ASM1938v1_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	JGI GOLD - RefSoil	Unrestricted
483179	GCA_000018525.1	Brucella canis ATCC 23365	Bacteria	Pseudomonadota	Brucella canis	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000018525.1_ASM1852v1_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Brucellaceae;g__Brucella;s__Brucella canis	JGI GOLD - RefSoil	Unrestricted
484021	GCA_000009885.1	Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044	Bacteria	Pseudomonadota	Klebsiella pneumoniae	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000009885.1_ASM988v1_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae	JGI GOLD - RefSoil	NA
484770	GCA_000725345.1	Pelosinus sp. UFO1	Bacteria	Bacillota	Pelosinus sp. UFO1	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000725345.1_ASM72534v1_genomic.fna.gz	k__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Sporomusaceae;g__Pelosinus;s__Pelosinus sp. UFO1	JGI GOLD - RefSoil	NA
485914	GCA_000023965.1	Halomicrobium mukohataei DSM 12286	Archaea	Euryarchaeota	Halomicrobium mukohataei	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000023965.1_ASM2396v1_genomic.fna.gz	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halomicrobium;s__Halomicrobium mukohataei	JGI GOLD - RefSoil	Unrestricted
485918	GCA_000024005.1	Chitinophaga pinensis DSM 2588	Bacteria	Bacteroidota	Chitinophaga pinensis	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000024005.1_ASM2400v1_genomic.fna.gz	k__Bacteria;p__Bacteroidota;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Chitinophaga;s__Chitinophaga pinensis	JGI GOLD - RefSoil	Unrestricted
487521	GCA_000277125.1	Mycobacterium intracellulare ATCC 13950	Bacteria	Actinomycetota	Mycobacterium intracellulare	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000277125.1_ASM27712v1_genomic.fna.gz	k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium intracellulare	JGI GOLD - RefSoil	NA
497965	GCA_000147335.1	Gloeothece verrucosa PCC 7822	Bacteria	Cyanobacteriota	Gloeothece verrucosa	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000147335.1_ASM14733v1_genomic.fna.gz	k__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Chroococcales;f__Aphanothecaceae;g__Gloeothece;s__Gloeothece verrucosa	JGI GOLD - RefSoil	Unrestricted
498213	GCA_000019305.1	Clostridium botulinum B1 str. Okra	Bacteria	Bacillota	Clostridium botulinum	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000019305.1_ASM1930v1_genomic.fna.gz	k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium botulinum	JGI GOLD - RefSoil	NA
498214	GCA_000019545.1	Clostridium botulinum A3 str. Loch Maree	Bacteria	Bacillota	Clostridium botulinum	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000019545.1_ASM1954v1_genomic.fna.gz	k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium botulinum	JGI GOLD - RefSoil	NA
502800	GCA_000834375.1	Yersinia pseudotuberculosis YPIII	Bacteria	Pseudomonadota	Yersinia pseudotuberculosis	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000834375.1_ASM83437v1_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Yersinia;s__Yersinia pseudotuberculosis	JGI GOLD - RefSoil	NA
502801	GCA_000834475.1	Yersinia pseudotuberculosis PB1/+	Bacteria	Pseudomonadota	Yersinia pseudotuberculosis	/projectnb/talbot-lab-data/zrwerbin/soil_genome_db/genomes/ncbi_genomes/GCA_000834475.1_ASM83447v1_genomic.fna.gz	k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Yersinia;s__Yersinia pseudotuberculosis	JGI GOLD - RefSoil	NA
