"genomicsSampleID","d15N","organicd13C","nitrogenPercent","organicCPercent","soilTemp","soilMoisture","soilInWaterpH","soilInCaClpH","latitude","longitude","elevation","sampleTiming","nlcdClass"
"DEJU_001-O-20160817-COMP",NA,NA,NA,NA,11.3,0.411,4.7,3.74,63.89244,-145.769965,494.9,"peakGreenness","shrubScrub"
"DEJU_001-O-20170619-COMP",NA,NA,NA,NA,8.5,0.609666666666667,5.11666666666667,4.12333333333333,63.89244,-145.769965,494.9,"peakGreenness","shrubScrub"
"DEJU_001-O-20180619-COMP",2.5,-26.4333333333333,0.74,19.3233333333333,6.33333333333333,0.708,4.62,4.03,63.89244,-145.769965,494.9,"peakGreenness","shrubScrub"
"DEJU_002-M-20180619-COMP",4.975,-26.6,0.07,1.4225,7.025,0.305,5.7475,5.03,63.879623,-145.720429,515.1,"peakGreenness","shrubScrub"
"DEJU_002-M-20230629-COMP",NA,NA,NA,NA,9.63333333333333,0.279333333333333,5.29333333333333,4.58,63.879623,-145.720429,515.1,"peakGreenness","shrubScrub"
"DEJU_002-O-20160830-COMP",NA,NA,NA,NA,9.1,0.838666666666667,5.36,4.32666666666667,63.879623,-145.720429,515.1,"peakGreenness","shrubScrub"
"DEJU_002-O-20170620-COMP",NA,NA,NA,NA,8.6,0.895,5.88666666666667,4.27666666666667,63.879623,-145.720429,515.1,"peakGreenness","shrubScrub"
"DEJU_002-O-20180619-COMP",2.56666666666667,-27.8,0.67,17.4933333333333,7.16666666666667,1.126,5.23,4.56666666666667,63.879623,-145.720429,515.1,"peakGreenness","shrubScrub"
"DEJU_002-O-20230629-COMP",NA,NA,NA,NA,8.2,0.569,5.29,4.78,63.879623,-145.720429,515.1,"peakGreenness","shrubScrub"
"DEJU_006-M-20180618-COMP",3.9,-25.1666666666667,0.236666666666667,5.06333333333333,6.06666666666667,1.03666666666667,5.12666666666667,4.51,63.835171,-145.748058,544.8,"peakGreenness","evergreenForest"
"DEJU_006-M-20230628-COMP",NA,NA,NA,NA,8.33333333333333,0.215,4.72,4.08666666666667,63.835171,-145.748058,544.8,"peakGreenness","evergreenForest"
"DEJU_006-O-20160830-COMP",NA,NA,NA,NA,8.5,0.609666666666667,5.23333333333333,4.33333333333333,63.835171,-145.748058,544.8,"peakGreenness","evergreenForest"
"DEJU_006-O-20170620-COMP",NA,NA,NA,NA,4.5,1.30566666666667,3.40333333333333,4.09333333333333,63.835171,-145.748058,544.8,"peakGreenness","evergreenForest"
"DEJU_006-O-20180618-COMP",0.2,-25.8333333333333,0.76,22.34,6.06666666666667,1.81866666666667,3.66666666666667,3.63,63.835171,-145.748058,544.8,"peakGreenness","evergreenForest"
"DEJU_006-O-20230628-COMP",NA,NA,NA,NA,8.33333333333333,0.407666666666667,4.53,3.99,63.835171,-145.748058,544.8,"peakGreenness","evergreenForest"
"DEJU_009-M-20180619-COMP",4.5,-26.1,0.22,4.38,2.8,0.714,5.23333333333333,4.73,63.853315,-145.760668,567.4,"peakGreenness","evergreenForest"
"DEJU_009-M-20230628-COMP",NA,NA,NA,NA,5.26666666666667,0.478,5.11333333333333,4.22333333333333,63.853315,-145.760668,567.4,"peakGreenness","evergreenForest"
"DEJU_009-O-20160818-COMP",NA,NA,NA,NA,8.16666666666667,0.773,4.23,3.44666666666667,63.853315,-145.760668,567.4,"peakGreenness","evergreenForest"
"DEJU_009-O-20170621-COMP",NA,NA,NA,NA,3.83333333333333,1.58566666666667,4.76666666666667,3.77666666666667,63.853315,-145.760668,567.4,"peakGreenness","evergreenForest"
"DEJU_009-O-20180619-COMP",1.93333333333333,-26.5666666666667,1.10666666666667,25.1666666666667,2.8,1.981,4.77333333333333,3.98666666666667,63.853315,-145.760668,567.4,"peakGreenness","evergreenForest"
"DEJU_009-O-20230628-COMP",NA,NA,NA,NA,5.26666666666667,1.03966666666667,4.53333333333333,3.78666666666667,63.853315,-145.760668,567.4,"peakGreenness","evergreenForest"
"DEJU_014-M-20180618-COMP",4.76666666666667,-26.4666666666667,0.173333333333333,3.24333333333333,4.5,1.02833333333333,5.59333333333333,5.51333333333333,63.831139,-145.747612,544.3,"peakGreenness","evergreenForest"
"DEJU_014-M-20230628-COMP",NA,NA,NA,NA,6.76666666666667,0.431,5.71333333333333,4.97,63.831139,-145.747612,544.3,"peakGreenness","evergreenForest"
"DEJU_014-O-20160818-COMP",NA,NA,NA,NA,8.6,0.559333333333333,5.80333333333333,4.58,63.831139,-145.747612,544.3,"peakGreenness","evergreenForest"
"DEJU_014-O-20170620-COMP",NA,NA,NA,NA,6.5,2.27933333333333,6.01,4.79333333333333,63.831139,-145.747612,544.3,"peakGreenness","evergreenForest"
"DEJU_014-O-20180618-COMP",2.03333333333333,-27.6666666666667,0.83,21.4966666666667,4.5,1.405,5.56666666666667,4.8,63.831139,-145.747612,544.3,"peakGreenness","evergreenForest"
"DEJU_014-O-20230628-COMP",NA,NA,NA,NA,6.76666666666667,1.03266666666667,5.49666666666667,5.00333333333333,63.831139,-145.747612,544.3,"peakGreenness","evergreenForest"
"DEJU_015-M-20180619-COMP",4.53333333333333,-26.4,0.08,1.32333333333333,6.2,0.237666666666667,5.33333333333333,4.76,63.87415,-145.741425,522.1,"peakGreenness","woodyWetlands"
"DEJU_015-M-20230629-COMP",NA,NA,NA,NA,7.1,0.2175,5.46,4.64,63.87415,-145.741425,522.1,"peakGreenness","woodyWetlands"
"DEJU_015-O-20160830-COMP",NA,NA,NA,NA,8.63333333333333,1.10766666666667,5.45666666666667,3.70333333333333,63.87415,-145.741425,522.1,"peakGreenness","woodyWetlands"
"DEJU_015-O-20170620-COMP",NA,NA,NA,NA,3.13333333333333,1.62,4.86,3.78666666666667,63.87415,-145.741425,522.1,"peakGreenness","woodyWetlands"
"DEJU_015-O-20180619-COMP",2.625,-27.4,0.935,20.58,6.025,1.91225,4.3875,3.705,63.87415,-145.741425,522.1,"peakGreenness","woodyWetlands"
"DEJU_015-O-20230629-COMP",NA,NA,NA,NA,7.16666666666667,0.722666666666667,4.91,4.35666666666667,63.87415,-145.741425,522.1,"peakGreenness","woodyWetlands"
"DEJU_045-M-20180621-COMP",5.16666666666667,-25.9666666666667,0.103333333333333,2.07666666666667,9.56666666666667,0.457333333333333,5.64333333333333,4.95333333333333,63.880889,-145.742977,509.1,"peakGreenness","shrubScrub"
"DEJU_045-M-20230626-COMP",NA,NA,NA,NA,8.16666666666667,0.236,5.27666666666667,4.9,63.880889,-145.742977,509.1,"peakGreenness","shrubScrub"
"DEJU_045-O-20160816-COMP",NA,NA,NA,NA,11.9666666666667,0.454333333333333,5.84666666666667,4.08,63.880889,-145.742977,509.1,"peakGreenness","shrubScrub"
"DEJU_045-O-20170621-COMP",NA,NA,NA,NA,8.26666666666667,0.574666666666667,5.05666666666667,4.35333333333333,63.880889,-145.742977,509.1,"peakGreenness","shrubScrub"
"DEJU_045-O-20180621-COMP",2.2,-27.1666666666667,0.473333333333333,11.25,9.56666666666667,NA,5.04333333333333,4.18,63.880889,-145.742977,509.1,"peakGreenness","shrubScrub"
"DEJU_045-O-20230626-COMP",NA,NA,NA,NA,7.5,0.572,4.79,4.24,63.880889,-145.742977,509.1,"peakGreenness","shrubScrub"
"DEJU_046-M-20180621-COMP",4.775,-26.5,0.17,3.8375,7.45,0.4715,5.38,4.8675,63.877756,-145.753497,511.7,"peakGreenness","evergreenForest"
"DEJU_046-M-20230626-COMP",NA,NA,NA,NA,6.96666666666667,0.496,4.50666666666667,3.84,63.877756,-145.753497,511.7,"peakGreenness","evergreenForest"
"DEJU_046-O-20160817-COMP",NA,NA,NA,NA,7.5,0.825,4.88,3.90666666666667,63.877756,-145.753497,511.7,"peakGreenness","evergreenForest"
"DEJU_046-O-20170621-COMP",NA,NA,NA,NA,2.1,0.823666666666667,4.99666666666667,3.93,63.877756,-145.753497,511.7,"peakGreenness","evergreenForest"
"DEJU_046-O-20180621-COMP",2.96666666666667,-27.1666666666667,0.613333333333333,14.99,7.1,0.906666666666667,4.68666666666667,3.80333333333333,63.877756,-145.753497,511.7,"peakGreenness","evergreenForest"
"DEJU_046-O-20230626-COMP",NA,NA,NA,NA,6.96666666666667,0.742666666666667,4.22,3.67666666666667,63.877756,-145.753497,511.7,"peakGreenness","evergreenForest"
"DEJU_047-M-20180621-COMP",4.16666666666667,-26.9,0.176666666666667,3.53666666666667,1.8,0.439666666666667,5.32333333333333,4.57,63.88224,-145.739248,505.2,"peakGreenness","evergreenForest"
"DEJU_047-M-20230626-COMP",NA,NA,NA,NA,3.56666666666667,0.506333333333333,5.31333333333333,4.49,63.88224,-145.739248,505.2,"peakGreenness","evergreenForest"
"DEJU_047-O-20160816-COMP",NA,NA,NA,NA,7.63333333333333,1.16933333333333,5.19333333333333,3.98,63.88224,-145.739248,505.2,"peakGreenness","evergreenForest"
"DEJU_047-O-20170621-COMP",NA,NA,NA,NA,4.23333333333333,2.324,5.53333333333333,4.03333333333333,63.88224,-145.739248,505.2,"peakGreenness","evergreenForest"
"DEJU_047-O-20180621-COMP",1.275,-27.65,0.9525,35.4725,1.6,1.30475,4.85,4.2875,63.88224,-145.739248,505.2,"peakGreenness","evergreenForest"
"DEJU_047-O-20230626-COMP",NA,NA,NA,NA,3.56666666666667,1.00166666666667,4.16,3.66,63.88224,-145.739248,505.2,"peakGreenness","evergreenForest"
"DEJU_048-M-20180621-COMP",4.4,-26.6333333333333,0.166666666666667,3.79333333333333,3.13333333333333,0.548333333333333,5.33,5.21,63.881243,-145.753351,506.8,"peakGreenness","evergreenForest"
"DEJU_048-M-20230626-COMP",NA,NA,NA,NA,6.2,0.425,5.26,4.47666666666667,63.881243,-145.753351,506.8,"peakGreenness","evergreenForest"
"DEJU_048-O-20160817-COMP",NA,NA,NA,NA,5.2,0.604,4.45666666666667,3.61666666666667,63.881243,-145.753351,506.8,"peakGreenness","evergreenForest"
"DEJU_048-O-20170621-COMP",NA,NA,NA,NA,4.73333333333333,1.20866666666667,4.70333333333333,4.06333333333333,63.881243,-145.753351,506.8,"peakGreenness","evergreenForest"
"DEJU_048-O-20180621-COMP",2.46666666666667,-27.7,0.39,16.2833333333333,3.13333333333333,0.744666666666667,4.65,3.99333333333333,63.881243,-145.753351,506.8,"peakGreenness","evergreenForest"
"DEJU_048-O-20230626-COMP",NA,NA,NA,NA,6.2,0.490333333333333,4.34333333333333,3.91,63.881243,-145.753351,506.8,"peakGreenness","evergreenForest"
"DELA_001-M-20160825-COMP",NA,NA,NA,NA,24,0.618333333333333,6.85,6.30333333333333,32.532072,-87.805439,28.6,"peakGreenness","woodyWetlands"
"DELA_001-M-20190626-COMP",5.075,-26.775,0.0375,0.4475,24.275,0.17125,7.1425,6.4375,32.532072,-87.805439,28.6,"peakGreenness","woodyWetlands"
"DELA_002-M-20160825-COMP",NA,NA,NA,NA,22.6666666666667,0.732333333333333,6.09,5.12333333333333,32.532479,-87.818534,24,"peakGreenness","woodyWetlands"
"DELA_002-M-20190624-COMP",7.6,-25.8666666666667,0.13,1.38333333333333,25.6,0.235333333333333,6.61666666666667,6.04,32.532479,-87.818534,24,"peakGreenness","woodyWetlands"
"DELA_003-M-20160824-COMP",NA,NA,NA,NA,24.6666666666667,0.225666666666667,6.17666666666667,5.63666666666667,32.534942,-87.815024,25.1,"peakGreenness","woodyWetlands"
"DELA_003-M-20190626-COMP",6.7,-26.6333333333333,0.176666666666667,1.96333333333333,24.6666666666667,0.317,6.40666666666667,5.61666666666667,32.534942,-87.815024,25.1,"peakGreenness","woodyWetlands"
"DELA_004-M-20160824-COMP",NA,NA,NA,NA,25.8333333333333,0.280666666666667,6.39666666666667,5.84,32.531982,-87.81434,24.6,"peakGreenness","woodyWetlands"
"DELA_004-M-20190624-COMP",6.56666666666667,-25.8,0.15,1.66333333333333,25.2,0.251,6.46666666666667,5.71666666666667,32.531982,-87.81434,24.6,"peakGreenness","woodyWetlands"
"DELA_005-M-20160825-COMP",NA,NA,NA,NA,25,0.510666666666667,6.81333333333333,6.22666666666667,32.523355,-87.814626,27.2,"peakGreenness","woodyWetlands"
"DELA_005-M-20190624-COMP",5.56666666666667,-26.7,0.0866666666666667,0.956666666666667,25.8333333333333,0.178666666666667,7.08,6.33666666666667,32.523355,-87.814626,27.2,"peakGreenness","woodyWetlands"
"DELA_014-M-20160824-COMP",NA,NA,NA,NA,25,0.278333333333333,6.64,6.06666666666667,32.529789,-87.818194,26.1,"peakGreenness","evergreenForest"
"DELA_014-M-20190624-COMP",6.83333333333333,-27.0333333333333,0.183333333333333,2.48,24.9333333333333,0.292666666666667,6.98666666666667,6.43,32.529789,-87.818194,26.1,"peakGreenness","evergreenForest"
"DELA_037-M-20160824-COMP",NA,NA,NA,NA,24.3333333333333,0.318666666666667,6.02,5.00666666666667,32.539627,-87.801968,27.1,"peakGreenness","woodyWetlands"
"DELA_037-M-20190626-COMP",5.63333333333333,-26.7333333333333,0.156666666666667,1.75,24.2333333333333,0.368,6.29,5.00666666666667,32.539627,-87.801968,27.1,"peakGreenness","woodyWetlands"
"DELA_038-M-20160824-COMP",NA,NA,NA,NA,22.3333333333333,0.323666666666667,5.75333333333333,4.76666666666667,32.54229,-87.806804,25.5,"peakGreenness","woodyWetlands"
"DELA_038-M-20190626-COMP",6.4,-26.075,0.1975,2.0975,23.775,0.3675,5.6675,4.4375,32.54229,-87.806804,25.5,"peakGreenness","woodyWetlands"
"DELA_040-M-20160824-COMP",NA,NA,NA,NA,25,0.267666666666667,5.77,4.89333333333333,32.538802,-87.804522,29.4,"peakGreenness","woodyWetlands"
"DELA_040-M-20190626-COMP",6.06666666666667,-26.4666666666667,0.17,1.90333333333333,24.1,0.292333333333333,6.13333333333333,5.13666666666667,32.538802,-87.804522,29.4,"peakGreenness","woodyWetlands"
"DELA_041-M-20160824-COMP",NA,NA,NA,NA,23,0.3115,5.775,4.77,32.540702,-87.80774,23.6,"peakGreenness","deciduousForest"
"DELA_041-M-20190626-COMP",6.56666666666667,-26.6,0.18,2.07333333333333,24.1333333333333,0.349666666666667,5.94666666666667,4.73666666666667,32.540702,-87.80774,23.6,"peakGreenness","deciduousForest"
"DSNY_001-M-20160713-COMP",NA,NA,NA,NA,29,NA,5.02666666666667,3.75,28.0967,-81.418579,20.7,"peakGreenness","woodyWetlands"
"DSNY_001-M-20170829-COMP",NA,NA,NA,NA,26,0.137333333333333,4.74666666666667,3.41666666666667,28.0967,-81.418579,20.7,"peakGreenness","woodyWetlands"
"DSNY_001-M-20180822-COMP",3.9,-25.7,0.0225,0.63,28,0.258,5.2375,3.4925,28.0967,-81.418579,20.7,"peakGreenness","woodyWetlands"
"DSNY_003-M-20170829-COMP",NA,NA,NA,NA,25.3333333333333,0.185666666666667,4.53,3.17,28.074209,-81.425532,18.9,"peakGreenness","woodyWetlands"
"DSNY_003-M-20180822-COMP",3.23333333333333,-25.2333333333333,0.05,1.47333333333333,27.3333333333333,0.272,4.72,3.21333333333333,28.074209,-81.425532,18.9,"peakGreenness","woodyWetlands"
"DSNY_004-M-20170829-COMP",NA,NA,NA,NA,32,0.804,3.3,2.39,28.099732,-81.399974,18.8,"peakGreenness","woodyWetlands"
"DSNY_004-M-20180820-COMP",4.83333333333333,-25.4333333333333,0.0933333333333333,3.23666666666667,28.6666666666667,0.297,4.16666666666667,2.94,28.099732,-81.399974,18.8,"peakGreenness","woodyWetlands"
"DSNY_004-O-20160713-COMP",NA,NA,NA,NA,26.6666666666667,NA,4.03333333333333,2.91333333333333,28.099732,-81.399974,18.8,"peakGreenness","woodyWetlands"
"DSNY_004-O-20170829-COMP",NA,NA,NA,NA,27.5,0.922,3.655,2.835,28.099732,-81.399974,18.8,"peakGreenness","woodyWetlands"
"DSNY_005-M-20160712-COMP",NA,NA,NA,NA,30.3333333333333,NA,5.00333333333333,3.65333333333333,28.039641,-81.393323,19.5,"peakGreenness","woodyWetlands"
"DSNY_005-M-20170829-COMP",NA,NA,NA,NA,29,0.129,4.67333333333333,3.20666666666667,28.039641,-81.393323,19.5,"peakGreenness","woodyWetlands"
"DSNY_005-M-20180820-COMP",1.23333333333333,-27.2,0.0333333333333333,1.15666666666667,30,0.211666666666667,4.47,3.10666666666667,28.039641,-81.393323,19.5,"peakGreenness","woodyWetlands"
"DSNY_006-M-20180823-COMP",1.8,-25,0.02,0.47,26,0.217333333333333,5.07333333333333,3.67,28.09297,-81.399334,18.7,"peakGreenness","woodyWetlands"
"DSNY_009-M-20130731-COMP",NA,NA,NA,NA,NA,NA,NA,NA,28.073118,-81.428559,19,"peakGreenness","pastureHay"
"DSNY_009-M-20131114-COMP",NA,NA,NA,NA,NA,NA,NA,NA,28.073118,-81.428559,19,"wetDryTransition","pastureHay"
"DSNY_009-M-20140327-COMP",NA,NA,NA,NA,19.3333333333333,NA,NA,NA,28.073118,-81.428559,19,"dryWetTransition","pastureHay"
"DSNY_009-M-20140409-COMP",NA,NA,NA,NA,22.6666666666667,NA,NA,NA,28.073118,-81.428559,19,"dryWetTransition","pastureHay"
"DSNY_009-M-20140910-COMP",NA,NA,NA,NA,29.1666666666667,NA,NA,NA,28.073118,-81.428559,19,"peakGreenness","pastureHay"
"DSNY_009-M-20170829-COMP",NA,NA,NA,NA,28,0.199,4.63333333333333,3.24666666666667,28.073118,-81.428559,19,"peakGreenness","pastureHay"
"DSNY_009-M-20180823-COMP",2.73333333333333,-19.9666666666667,0.0566666666666667,1.4,NA,0.471333333333333,4.67666666666667,3.22666666666667,28.073118,-81.428559,19,"peakGreenness","pastureHay"
"DSNY_016-M-20130731-COMP",NA,NA,NA,NA,NA,NA,NA,NA,28.043948,-81.393638,19.7,"peakGreenness","pastureHay"
"DSNY_016-M-20131114-COMP",NA,NA,NA,NA,NA,NA,NA,NA,28.043948,-81.393638,19.7,"wetDryTransition","pastureHay"
"DSNY_016-M-20140327-COMP",NA,NA,NA,NA,20,NA,NA,NA,28.043948,-81.393638,19.7,"dryWetTransition","pastureHay"
"DSNY_016-M-20140910-COMP",NA,NA,NA,NA,26.8333333333333,NA,NA,NA,28.043948,-81.393638,19.7,"peakGreenness","pastureHay"
"DSNY_016-M-20160713-COMP",NA,NA,NA,NA,30,NA,5.54666666666667,3.99666666666667,28.043948,-81.393638,19.7,"peakGreenness","pastureHay"
"DSNY_016-M-20170829-COMP",NA,NA,NA,NA,30,0.123,4.85333333333333,3.48333333333333,28.043948,-81.393638,19.7,"peakGreenness","pastureHay"
"DSNY_021-M-20140327-COMP",NA,NA,NA,NA,19.6666666666667,NA,NA,NA,28.052638,-81.393374,18.1,"dryWetTransition","pastureHay"
"DSNY_025-M-20140327-COMP",NA,NA,NA,NA,NA,NA,NA,NA,28.071776,-81.42062,18.2,"dryWetTransition","pastureHay"
"DSNY_041-M-20160712-COMP",NA,NA,NA,NA,28.6666666666667,NA,5.41,4.11666666666667,28.125082,-81.432746,20.5,"peakGreenness","pastureHay"
"DSNY_041-M-20170829-COMP",NA,NA,NA,NA,26.6666666666667,0.248,5.58333333333333,4.05333333333333,28.125082,-81.432746,20.5,"peakGreenness","pastureHay"
"DSNY_041-M-20180820-COMP",3.33333333333333,-21.9,0.0533333333333333,1.32666666666667,28.6666666666667,0.203333333333333,5.46666666666667,4.25333333333333,28.125082,-81.432746,20.5,"peakGreenness","pastureHay"
"DSNY_042-M-20180820-COMP",2.175,-23.45,0.0975,2.4175,NA,0.315,5.225,3.86,28.122132,-81.433949,19.8,"peakGreenness","pastureHay"
"DSNY_043-M-20160712-COMP",NA,NA,NA,NA,28.1666666666667,NA,5.39333333333333,4.40333333333333,28.1232,-81.43487,20.3,"peakGreenness","pastureHay"
"DSNY_043-M-20170830-COMP",NA,NA,NA,NA,25.5,0.311,5.1,3.6,28.1232,-81.43487,20.3,"peakGreenness","pastureHay"
"DSNY_043-M-20180823-COMP",2.93333333333333,-20.7666666666667,0.0433333333333333,0.88,24.6666666666667,0.222666666666667,5.20666666666667,3.94,28.1232,-81.43487,20.3,"peakGreenness","pastureHay"
"DSNY_043-O-20170830-COMP",NA,NA,NA,NA,25,0.407,5.36,3.9,28.1232,-81.43487,20.3,"peakGreenness","pastureHay"
"DSNY_044-M-20160712-COMP",NA,NA,NA,NA,29.3333333333333,NA,5.56333333333333,4.33,28.126189,-81.433661,20.3,"peakGreenness","pastureHay"
"DSNY_044-M-20180820-COMP",4.4,-22.4,0.07,1.62666666666667,25.3333333333333,0.319,5.28666666666667,4.15,28.126189,-81.433661,20.3,"peakGreenness","pastureHay"
"GRSM_001-M-20210630-COMP",2.76666666666667,-26.9333333333333,0.216666666666667,2.79333333333333,19.1333333333333,0.288,5.05333333333333,4.4,35.684589,-83.532102,464.5,"peakGreenness","deciduousForest"
"GRSM_001-O-20160719-COMP",NA,NA,NA,NA,20.3333333333333,0.427333333333333,5.66,4.68666666666667,35.684589,-83.532102,464.5,"peakGreenness","deciduousForest"
"GRSM_001-O-20170717-COMP",NA,NA,NA,NA,16.6666666666667,0.540666666666667,4.90666666666667,4.01666666666667,35.684589,-83.532102,464.5,"peakGreenness","deciduousForest"
"GRSM_002-M-20210628-COMP",NA,NA,NA,NA,17.725,0.36175,4.4225,3.9475,35.670427,-83.587378,694.1,"peakGreenness","deciduousForest"
"GRSM_002-O-20160718-COMP",NA,NA,NA,NA,18.6666666666667,1.293,3.92,2.94,35.670427,-83.587378,694.1,"peakGreenness","deciduousForest"
"GRSM_002-O-20170717-COMP",NA,NA,NA,NA,15,1.538,3.51333333333333,2.61666666666667,35.670427,-83.587378,694.1,"peakGreenness","deciduousForest"
"GRSM_002-O-20210628-COMP",NA,NA,NA,NA,17.9666666666667,2.6565,3.53833333333333,2.885,35.670427,-83.587378,694.1,"peakGreenness","deciduousForest"
"GRSM_003-M-20210629-COMP",NA,NA,NA,NA,17.15,0.46275,4.4425,3.9225,35.67661,-83.474563,892.9,"peakGreenness","deciduousForest"
"GRSM_003-O-20160720-COMP",NA,NA,NA,NA,16,1.61933333333333,4.28333333333333,3.30333333333333,35.67661,-83.474563,892.9,"peakGreenness","deciduousForest"
"GRSM_003-O-20170718-COMP",NA,NA,NA,NA,14.8333333333333,1.669,3.94666666666667,3.14333333333333,35.67661,-83.474563,892.9,"peakGreenness","deciduousForest"
"GRSM_003-O-20210629-COMP",NA,NA,NA,NA,17,1.64966666666667,3.66666666666667,3.01333333333333,35.67661,-83.474563,892.9,"peakGreenness","deciduousForest"
"GRSM_006-M-20210628-COMP",NA,NA,NA,NA,17.62,0.3144,4.504,3.854,35.6789,-83.645325,522.7,"peakGreenness","deciduousForest"
"GRSM_006-O-20160719-COMP",NA,NA,NA,NA,19.3333333333333,0.398666666666667,4.59666666666667,3.57,35.6789,-83.645325,522.7,"peakGreenness","deciduousForest"
"GRSM_006-O-20170717-COMP",NA,NA,NA,NA,14.6666666666667,0.871666666666667,3.84333333333333,2.92333333333333,35.6789,-83.645325,522.7,"peakGreenness","deciduousForest"
"GRSM_006-O-20210628-COMP",-1.1,-24.2,1.11,44.49,17.4,2.838,3.74,2.98,35.6789,-83.645325,522.7,"peakGreenness","deciduousForest"
"GRSM_007-M-20170719-COMP",NA,NA,NA,NA,18,0.366,4.54,3.78,35.686866,-83.513992,655.5,"peakGreenness","deciduousForest"
"GRSM_007-M-20210701-COMP",4.06666666666667,-27.3666666666667,0.293333333333333,5.06666666666667,18.5333333333333,0.400666666666667,4.60666666666667,4.03,35.686866,-83.513992,655.5,"peakGreenness","deciduousForest"
"GRSM_007-O-20160720-COMP",NA,NA,NA,NA,19,0.711666666666667,4.37,3.38666666666667,35.686866,-83.513992,655.5,"peakGreenness","deciduousForest"
"GRSM_007-O-20170719-COMP",NA,NA,NA,NA,16,0.5745,4.62,3.82,35.686866,-83.513992,655.5,"peakGreenness","deciduousForest"
"GRSM_016-M-20210701-COMP",NA,NA,NA,NA,10.675,0.65525,4.1325,3.5025,35.593016,-83.474652,1776.7,"peakGreenness","evergreenForest"
"GRSM_016-O-20160718-COMP",NA,NA,NA,NA,10,2.24,4.10333333333333,2.99,35.593016,-83.474652,1776.7,"peakGreenness","evergreenForest"
"GRSM_016-O-20170717-COMP",NA,NA,NA,NA,7.33333333333333,2.25233333333333,3.69,2.79,35.593016,-83.474652,1776.7,"peakGreenness","evergreenForest"
"GRSM_016-O-20210701-COMP",NA,NA,NA,NA,10.5,3.78,3.70333333333333,3.00333333333333,35.593016,-83.474652,1776.7,"peakGreenness","evergreenForest"
"GRSM_055-M-20210630-COMP",5.13333333333333,-26.4666666666667,0.273333333333333,3.14333333333333,19.0333333333333,0.354,5.09,4.46666666666667,35.685523,-83.502232,626.5,"peakGreenness","deciduousForest"
"GRSM_055-O-20160719-COMP",NA,NA,NA,NA,20,0.606666666666667,6.47,5.46,35.685523,-83.502232,626.5,"peakGreenness","deciduousForest"
"GRSM_055-O-20170718-COMP",NA,NA,NA,NA,15.6666666666667,0.51,5.45666666666667,4.68333333333333,35.685523,-83.502232,626.5,"peakGreenness","deciduousForest"
"GRSM_058-M-20210630-COMP",4.53333333333333,-26.3,0.276666666666667,3.48666666666667,19.1666666666667,0.331333333333333,5.14,4.47666666666667,35.691954,-83.505443,548,"peakGreenness","deciduousForest"
"GRSM_058-O-20160719-COMP",NA,NA,NA,NA,18.6666666666667,0.439666666666667,6.39,5.49,35.691954,-83.505443,548,"peakGreenness","deciduousForest"
"GRSM_058-O-20170718-COMP",NA,NA,NA,NA,15,0.532333333333333,5.28333333333333,4.50666666666667,35.691954,-83.505443,548,"peakGreenness","deciduousForest"
"GRSM_059-M-20210629-COMP",3.73333333333333,-27.6333333333333,0.196666666666667,4.35,19.1,0.363666666666667,4.63,3.98,35.686509,-83.506609,654.6,"peakGreenness","deciduousForest"
"GRSM_059-O-20160719-COMP",NA,NA,NA,NA,19.3333333333333,2.27766666666667,3.88,2.87666666666667,35.686509,-83.506609,654.6,"peakGreenness","deciduousForest"
"GRSM_059-O-20170718-COMP",NA,NA,NA,NA,17.8333333333333,1.807,3.94666666666667,2.92666666666667,35.686509,-83.506609,654.6,"peakGreenness","deciduousForest"
"GRSM_060-M-20210629-COMP",4.2,-27,0.255,4.3825,19.775,0.356,4.615,4.0125,35.68601,-83.503985,639.3,"peakGreenness","deciduousForest"
"GRSM_060-O-20160719-COMP",NA,NA,NA,NA,16.3333333333333,0.601,4.71666666666667,3.62666666666667,35.68601,-83.503985,639.3,"peakGreenness","deciduousForest"
"GRSM_060-O-20170718-COMP",NA,NA,NA,NA,18.3333333333333,1,4.19666666666667,3.31333333333333,35.68601,-83.503985,639.3,"peakGreenness","deciduousForest"
"GUAN_001-M-20160928-COMP",NA,NA,NA,NA,26.6,0.195666666666667,7.76333333333333,7.4,17.972768,-66.851235,149.5,"peakGreenness","evergreenForest"
"GUAN_001-M-20171108-COMP",NA,NA,NA,NA,23.1333333333333,0.419666666666667,7.63666666666667,7.27333333333333,17.972768,-66.851235,149.5,"peakGreenness","evergreenForest"
"GUAN_001-M-20180924-COMP",NA,NA,NA,NA,24.5666666666667,0.208,7.71,7.27666666666667,17.972768,-66.851235,149.5,"peakGreenness","evergreenForest"
"GUAN_001-M-20190930-COMP",NA,NA,NA,NA,26.6333333333333,0.368,7.60333333333333,7.02666666666667,17.972768,-66.851235,149.5,"peakGreenness","evergreenForest"
"GUAN_001-M-20200831-COMP",NA,NA,NA,NA,27.6333333333333,0.224,7.61333333333333,7.10333333333333,17.972768,-66.851235,149.5,"peakGreenness","evergreenForest"
"GUAN_001-M-20210921-COMP",NA,NA,NA,NA,27.0333333333333,0.157333333333333,8.21666666666667,7.45333333333333,17.972768,-66.851235,149.5,"peakGreenness","evergreenForest"
"GUAN_001-M-20220906-COMP",NA,NA,NA,NA,26.375,0.15525,7.78,7.5225,17.972768,-66.851235,149.5,"peakGreenness","evergreenForest"
